ID,Zotero_Key,Author_Year,Title,AI_Literacies,Generative_KI,Prompting,KI_Sonstige,Soziale_Arbeit,Bias_Ungleichheit,Gender,Diversitaet,Feministisch,Fairness,Decision,Exclusion_Reason,Studientyp,LLM_Confidence,LLM_Reasoning
163,3GB9B4IJ,Debnath et al. (2024),Can LLMs reason about trust? A pilot study,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Exclude,Not_relevant_topic,Empirisch,0.88,"Das Paper untersucht LLMs' Fähigkeit, über Vertrauen zu urteilen (Generative_KI = Ja), adressiert jedoch keine sozialen Kategorien wie Soziale Arbeit, Bias, Gender, Diversität, feministische Theorie oder Fairness. Das Thema 'Vertrauen' ist hier rein kognitiv-computational konzipiert ohne Bezug zu sozialer Ungleichheit oder sozialarbeiterischer Praxis. Die SOZIAL-Bedingung ist nicht erfüllt."
164,25XSMXKT,Asseri et al. (2024),Prompt engineering techniques for mitigating cultural bias against Arabs and Muslims in large language models: A systematic review,Nein,Ja,Ja,Nein,Nein,Ja,Nein,Ja,Nein,Ja,Include,,Literaturreview,0.98,"Das Paper erfüllt beide Einschlusskriterien klar: TECHNIK durch substantiellen Fokus auf Prompt-Engineering-Techniken und LLMs (Generative KI); SOZIAL durch die Analyse von kulturellem Bias gegen Araber und Muslime (Bias_Ungleichheit), Diversität/Repräsentation sowie algorithmische Fairness. Systematischer Review nach PRISMA mit direktem Bezug zu Debiasing-Strategien für marginalisierte Gruppen."
165,9YYPYEGY,Victor et al. (2023),Recommendations for social work researchers and journal editors on the use of generative AI and large language models,Ja,Ja,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Include,,Konzept,0.95,Das Paper entwickelt ein Framework für generative KI (LLMs) in der Sozialarbeitsforschung und richtet sich explizit an Sozialarbeits-Forscher und Zeitschriftenherausgeber. Es behandelt Prompting substantiell (Offenlegung von Prompts als Transparenzanforderung) und AI Literacy (kontinuierliche Bildung über KI-Konstruktion und -Limitierungen). Alle drei Bedingungen für Technik und Soziale Arbeit sind klar erfüllt.
166,Q8YPNNKL,Srinivasan & Thomason (2025),Mitigating trust-induced inappropriate reliance on AI assistance,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Ja,Include,,Empirisch,0.65,"Das Paper behandelt algorithmische Entscheidungsunterstützungssysteme (KI_Sonstige) und adressiert Fairness-relevante Themen wie Over- und Under-Trust sowie unangemessene Abhängigkeit von KI-Empfehlungen, was algorithmische Fairness berührt. Kein direkter Sozialarbeitsbezug, aber die Reduktion von 'inappropriate reliance' hat klare Fairness-Implikationen für KI-gestützte Entscheidungssysteme."
167,IUN7Z56I,Reamer (2023),Artificial intelligence in social work: Emerging ethical issues,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Ja,Include,,Konzept,0.95,"Das Paper behandelt KI-Systeme (algorithmischer Bias, Entscheidungssysteme) im Kontext Sozialer Arbeit substantiell. Es entwickelt ein ethisches Framework für KI-Implementierung in der Sozialarbeitspraxis und adressiert algorithmischen Bias sowie Fairness-Fragen. Alle drei Bedingungen für Include sind klar erfüllt: KI_Sonstige (algorithmische Systeme), Soziale_Arbeit (direkte sozialarbeiterische Praxis), Bias_Ungleichheit und Fairness."
168,F7WNRWIC,De Duro et al. (2025),Measuring and identifying factors of individuals' trust in large language models,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Exclude,Not_relevant_topic,Empirisch,0.85,"Das Paper entwickelt eine psychometrische Skala (TILLMI) zur Messung von Nutzervertrauen in LLMs. Es hat einen klaren Bezug zu generativer KI, erfüllt jedoch keine der sozialen Kategorien substantiell: Kein Soziale_Arbeit-Bezug, kein Bias/Ungleichheits-Fokus, kein Gender-, Diversitäts- oder Fairness-Schwerpunkt. Das Prompt-Engineering wird nur beiläufig erwähnt. TECHNIK_OK, aber SOZIAL nicht erfüllt → Exclude."
169,GFHALQS2,Tun et al. (2025),Trust in artificial intelligence–based clinical decision support systems among health care workers: Systematic review,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Ja,Include,,Literaturreview,0.72,"Das Paper behandelt AI-basierte klinische Entscheidungsunterstützungssysteme (KI_Sonstige) und adressiert substantiell Bias/Fairness-Probleme als Vertrauensbarrieren. Zwar kein direkter Soziale-Arbeit-Bezug, aber Bias_Ungleichheit und Fairness sind klar thematisiert. TECHNIK_OK und SOZIAL_OK sind erfüllt, daher Include. Der Gesundheitsbereich ist nicht Soziale Arbeit, aber Bias und Fairness in KI-Systemen rechtfertigen den Einschluss."
170,MUBZ8XJL,Gaba et al. (2025),"Bias, accuracy, and trust: Gender-diverse perspectives on large language models",Nein,Ja,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Include,,Empirisch,0.95,"Das Paper untersucht mit qualitativen Interviews, wie Nutzer:innen unterschiedlicher Geschlechtsidentitäten Bias und Vertrauenswürdigkeit in ChatGPT (Generative KI) wahrnehmen. Gender und Bias/Ungleichheit sind zentrale Themen: non-binäre Personen erleben stereotypisierte Antworten, Vertrauen variiert nach Geschlecht. Diversität wird substantiell behandelt. Kein explizit feministischer Theorierahmen erkennbar. TECHNIK_OK (Generative_KI) und SOZIAL_OK (Bias_Ungleichheit, Gender, Diversität) → Include."
171,7IY7AX7D,Colombatto et al. (2025),The influence of mental state attributions on trust in large language models,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Exclude,Not_relevant_topic,Empirisch,0.88,"Das Paper untersucht, wie mentale Zuschreibungen das Vertrauen gegenüber LLMs beeinflussen – ein psychologisches Thema mit Bezug zu generativer KI. Es fehlt jedoch ein substantieller sozialer Bezug (Soziale Arbeit, Bias, Gender, Diversität, Fairness, Feministisch). Die Erwähnung von Prompt-Engineering ist beiläufig, nicht substantiell. Daher nur TECHNIK_OK, aber nicht SOZIAL_OK → Exclude."
172,KRUQB7L2,Steyvers et al. (2025),What large language models know and what people think they know,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Include,,Empirisch,0.72,"Das Paper untersucht die Diskrepanz zwischen LLM-Konfidenz und Nutzervertrauen. AI_Literacies ist relevant (kritische Kalibrierung von Vertrauen in KI). Generative_KI ist zentral (LLMs). Prompting wird substantiell behandelt (Prompt Engineering zur Unsicherheitsvermittlung). Fairness ist grenzwertig, aber die Kalibrierungslücke zwischen echter Modellkonfidenz und Nutzerwahrnehmung berührt algorithmische Fairness/Reliability. Technik- und Sozial-Bedingung (Fairness) sind erfüllt."
173,WAYCKUZ8,Choudhury & Chaudhry (2024),Large Language Models and User Trust: Consequence of Self-Referential Learning Loop and the Deskilling of Health Care Professionals,Ja,Ja,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Include,,Theoretisch,0.78,"Das Paper behandelt LLMs (Generative_KI) im Gesundheitsbereich und diskutiert kritische Kompetenzen wie das Erkennen von Automation Bias (AI_Literacies). Bias-Aspekte (Automation Bias, Confirmation Bias) werden substantiell thematisiert (Bias_Ungleichheit). TECHNIK_OK durch Generative_KI und AI_Literacies, SOZIAL_OK durch Bias_Ungleichheit. Kein direkter Soziale_Arbeit-Bezug, aber Bias-Diskussion reicht für Include."
174,UIIDCXLB,Kamruzzaman & Kim (2024),Prompting techniques for reducing social bias in LLMs through System 1 and System 2 cognitive processes,Nein,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Include,,Experimentell,0.95,"Das Paper evaluiert 12 Prompt-Engineering-Strategien zur Reduktion sozialer Biases in LLMs (Generative_KI: Ja, Prompting: Ja). Es behandelt substantiell die Reduktion von Stereotypen und algorithmischem Bias (Bias_Ungleichheit: Ja) sowie Fairness-Aspekte durch Bias-Mitigation-Ansätze (Fairness: Ja). TECHNIK_OK und SOZIAL_OK sind erfüllt → Include."
175,ZHQMHHPQ,Park & Yoon (2025),"AI algorithm transparency, pipelines for trust not prisms: mitigating general negative attitudes and enhancing trust toward AI",Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Ja,Include,,Experimentell,0.6,"Das Paper behandelt algorithmische Transparenz als Mechanismus zur Vertrauensbildung in KI-Systeme (KI_Sonstige). Fairness wird indirekt durch Accountability und Transparenz als Vertrauenssignal adressiert. Der Bezug zu sozialen Dimensionen liegt im Vertrauen/Skepsis-Verhältnis, jedoch kein direkter Sozialarbeitsbezug. Schwache Inklusion, da Fairness-Bezug nicht sehr spezifisch auf algorithmische Fairness-Metriken fokussiert, aber Accountability/Transparenz substantiell behandelt wird."
176,NUYCHW2T,Xu et al. (2023),Transparency enhances positive perceptions of social artificial intelligence,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Exclude,Not_relevant_topic,Experimentell,0.82,"Das Paper untersucht Transparenz-Effekte auf Nutzerwahrnehmung von Chatbots (KI_Sonstige: Ja), aber es fehlt eine soziale Dimension im definierten Sinne. Kein Bezug zu Sozialer Arbeit, keinem Bias/Ungleichheitsfokus, keiner Gender- oder Diversitätsperspektive und keiner Fairness-Thematik. Die Erwähnung von Prompt-Engineering ist beiläufig, nicht substantiell. TECHNIK_OK aber SOZIAL nicht erfüllt → Exclude."
177,7AS5MAU9,Srinivasan & Thomason (2025),Mitigating trust-induced inappropriate reliance on AI assistance,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Ja,Include,,Empirisch,0.65,"Das Paper behandelt algorithmische Entscheidungsunterstützung (KI_Sonstige) und adressiert Fairness durch Reduktion von Over-Trust und Over-Reliance auf KI-Empfehlungen – ein Fairness-relevantes Thema bei menschlich-algorithmischer Entscheidungsfindung. Kein direkter Sozialarbeitsbezug, aber die Fairness-Dimension (gerechte, angemessene KI-Nutzung in Entscheidungsprozessen) ist substantiell genug. Confidence moderat, da der Bezug zu sozialen Kontexten indirekt ist."
178,L48P8FBG,Goldkind et al. (2024),Artificial intelligence in social work: An EPIC model for practice,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Ja,Include,,Konzept,0.93,"Das Paper entwickelt ein konzeptuelles Rahmenmodell (EPIC) für die Integration von KI in die Soziale Arbeit. KI_Sonstige ist erfüllt (algorithmische Systeme in der Sozialarbeit), Soziale_Arbeit ist direkt adressiert. Bias-Mitigation und Transparenz werden substantiell behandelt (Bias_Ungleichheit, Fairness). Beide Bedingungen (TECHNIK und SOZIAL) sind erfüllt."
179,U9ACKGB4,Bisconti et al. (2024),A formal account of AI trustworthiness: Connecting intrinsic and perceived trustworthiness in an operational schematization,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Exclude,Not_relevant_topic,Theoretisch,0.88,"Das Paper entwickelt eine formale Konzeptualisierung von KI-Vertrauenswürdigkeit (Trustworthiness) mit mathematischer Formalisierung. Es ist zwar technisch relevant (KI-Systeme), adressiert aber keine soziale Kategorie substantiell – kein Bias, kein Gender, keine Diversität, keine Soziale Arbeit, keine Fairness im algorithmischen Sinne. Allgemeine KI-Ethik/Trustworthiness ohne spezifischen sozialen Fokus erfüllt die SOZIAL-Bedingung nicht."
180,2YS85B49,Debnath et al. (2024),Can LLMs reason about trust? A pilot study,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Exclude,Not_relevant_topic,Empirisch,0.85,"Das Paper untersucht LLMs' Fähigkeit zur Trust-Analyse zwischen Individuen. Es ist zwar technisch relevant (Generative KI), aber keine der sozialen Kategorien ist substantiell erfüllt: kein Sozialarbeitsbezug, kein Bias/Ungleichheits-Fokus, kein Gender, keine Diversität, keine feministische Theorie, keine Fairness-Metriken. Trust-Modellierung ist ein kognitiv-technisches Thema ohne direkten sozialen Bezug im definierten Sinne."
181,Z4YXX9PZ,Kamruzzaman & Kim (2024),Prompting techniques for reducing social bias in LLMs through System 1 and System 2 cognitive processes,Nein,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Include,,Empirisch,0.95,"Das Paper behandelt substantiell Prompt-Engineering-Strategien (12 Techniken) für LLMs, mit direktem Fokus auf Reduktion sozialer Biases. Technische Kriterien erfüllt durch Generative_KI und Prompting. Soziale Kriterien erfüllt durch Bias_Ungleichheit (Stereotypen-Reduktion) und Fairness (systematische Bias-Mitigation). Beide Bedingungen für Include sind klar erfüllt."
182,GUMWKBN6,Asseri et al. (2024),Prompt engineering techniques for mitigating cultural bias against Arabs and Muslims in large language models: A systematic review,Nein,Ja,Ja,Nein,Nein,Ja,Nein,Ja,Nein,Ja,Include,,Literaturreview,0.97,"Das Paper erfüllt beide Bedingungen klar: TECHNIK durch Fokus auf LLMs (Generative_KI) und substantielles Prompt-Engineering (Prompting) als Kerninstrument der Bias-Reduktion. SOZIAL durch kulturellen Bias gegen Araber und Muslime (Bias_Ungleichheit), Repräsentation marginalisierter Gruppen (Diversitaet) und algorithmische Fairness-Metriken (Fairness). Systematischer Review nach PRISMA-Leitlinien mit 8 empirischen Studien."
183,U3AJIXAJ,Victor et al. (2023),Recommendations for social work researchers and journal editors on the use of generative AI and large language models,Ja,Ja,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Include,,Konzept,0.95,"Das Paper behandelt substantiell generative KI (LLMs) im Kontext der Sozialarbeit (Forschung und Redaktion), entwickelt ein Framework und gibt Empfehlungen. Prompting wird explizit als Transparenzanforderung erwähnt (Offenlegung von Prompts). AI Literacies wird durch Bildungsempfehlungen zu KI-Konstruktion und -Grenzen abgedeckt. Klarer Bezug zu Sozialer Arbeit als Disziplin."
184,HN7KKNYV,Reamer (2023),Artificial intelligence in social work: Emerging ethical issues,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Ja,Include,,Konzept,0.95,"Das Paper behandelt KI-Einsatz in der Sozialen Arbeit (KI_Sonstige, Soziale_Arbeit) und entwickelt ein ethisches Framework mit acht Schritten. Algorithmischer Bias und Transparenz werden substantiell adressiert (Bias_Ungleichheit, Fairness). Direkter Bezug zur sozialarbeiterischen Praxis mit konkretem Protokoll für ethische KI-Implementierung. Beide Bedingungen (TECHNIK und SOZIAL) sind erfüllt."
185,UB9NK8KI,Zayed (2024),Scaling implicit bias analysis across transformer-based language models through embedding association test and prompt engineering,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Include,,Empirisch,0.72,"Das Paper analysiert implizite Bias in Transformer-basierten Sprachmodellen mittels Embedding Association Tests und Prompt Engineering. Technik-Kriterien sind erfüllt (Generative KI/LLMs, Prompt Engineering als Methode, klassisches ML). Sozial-Kriterium erfüllt durch Bias-Analyse (Bias_Ungleichheit). Kein Abstract verfügbar, daher leichte Unsicherheit bei Details."
186,XG7RFFC7,U.S. Bureau of Labor Statistics (2023),Occupational employment statistics,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Exclude,Not_relevant_topic,Unclear,0.95,"Es handelt sich um eine statistische Datenveröffentlichung des U.S. Bureau of Labor Statistics zu Beschäftigungsstatistiken. Kein Bezug zu KI, Machine Learning oder sozialen Themen im Sinne der Kategorien. Kein Abstract verfügbar, aber Titel und Herausgeber lassen klar auf reine Arbeitsmarktstatistik schließen."
187,JRG3B3LE,Struppek (2024),Homoglyph unlearning: A novel approach to bias mitigation,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Ja,Include,,Unclear,0.45,"Der Titel deutet auf Bias-Mitigation in ML-Systemen hin (KI_Sonstige, Bias_Ungleichheit, Fairness). 'Homoglyph unlearning' bezieht sich auf Techniken zur Entfernung von Bias aus Modellen. Kein Abstract verfügbar, daher geringe Konfidenz. Die Kategorien Technik (KI_Sonstige) und Sozial (Bias_Ungleichheit, Fairness) sind beide erfüllt, was zu Include führt, jedoch ohne Abstract ist Sicherheit begrenzt."
188,JGZDWMN3,Wu (2025),Bias in decision-making for AI's ethical dilemmas: A comparative study of ChatGPT and Claude,Nein,Ja,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Include,,Empirisch,0.6,"Das Paper vergleicht ChatGPT und Claude (generative KI) hinsichtlich Bias in ethischen Entscheidungssituationen. Dies erfüllt die Technik-Bedingung (Generative_KI) und die Sozial-Bedingung (Bias_Ungleichheit, Fairness). Kein Abstract verfügbar, daher moderate Konfidenz. Der Titel deutet klar auf Bias-Analyse bei LLMs hin, was beide Bedingungen erfüllt."
189,NVZA58ML,Wang (2024),A survey on fairness in large language models,Nein,Ja,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Include,,Literaturreview,0.75,"Der Titel 'A survey on fairness in large language models' deutet klar auf einen Literaturreview zu Fairness-Fragen in LLMs hin. Generative_KI (LLMs) und Fairness sind substantiell vertreten. Bias/Ungleichheit ist als eng verwandtes Thema bei Fairness-Surveys typischerweise zentral. TECHNIK_OK (Generative_KI) und SOZIAL_OK (Fairness, Bias_Ungleichheit) → Include. Kein Abstract vorhanden, daher moderate Konfidenz."
190,Z9DNTBFF,Srinivasan & Bisk (2024),Worst of both worlds: A comparative analysis of error in language and vision-language models,Nein,Ja,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Include,,Empirisch,0.45,"Der Titel deutet auf eine komparative Fehleranalyse in Sprach- und Vision-Language-Modellen hin, was generative KI umfasst. 'Worst of both worlds' und Fehleranalyse implizieren potenzielle Bias-Problematiken in diesen Modellen. Allerdings ist kein Abstract verfügbar, was die Einschätzung erschwert. Die Verbindung zu Bias/Ungleichheit wird angenommen, da Fehleranalysen in LLMs häufig systematische Verzerrungen thematisieren. Confidence niedrig wegen fehlenden Abstracts."
191,W8DFWR9L,Shin et al. (2025),Mitigating age-related bias in large language models: Strategies for responsible artificial intelligence development,Nein,Ja,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Ja,Include,,Unclear,0.7,"Der Titel adressiert klar altersbezogene Bias in Large Language Models (Generative_KI) und Strategien zur Mitigation – dies betrifft Bias_Ungleichheit, Fairness und Diversität. TECHNIK_OK durch Generative_KI, SOZIAL_OK durch Bias_Ungleichheit, Diversitaet und Fairness. Kein Abstract vorhanden, daher moderate Konfidenz. Kein direkter Soziale_Arbeit-Bezug erkennbar."
192,M7AGB7LI,Salecha & Srijith (2025),Model explanations for gender and ethnicity bias mitigation in AI-generated narratives,Nein,Ja,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Include,,Unclear,0.72,"Der Titel weist klar auf generative KI (AI-generated narratives) und Bias-Mitigation bei Gender und Ethnizität hin. Model explanations für Bias-Reduktion deutet auf algorithmische Fairness hin. TECHNIK: Generative_KI=Ja. SOZIAL: Bias_Ungleichheit, Gender, Diversitaet, Fairness=Ja. Kein Abstract verfügbar, daher reduzierte Konfidenz."
193,6MJYP7ZX,Prakash & Lee (2023),Prompt engineering techniques for mitigating cultural bias against Arabs and Muslims in large language models: A systematic review,Nein,Ja,Ja,Nein,Nein,Ja,Nein,Ja,Nein,Ja,Include,,Literaturreview,0.9,Der Titel macht klar: Das Paper behandelt Prompt-Engineering-Techniken für LLMs (Generative_KI + Prompting) zur Reduzierung kulturellen Bias gegen Araber und Muslime (Bias_Ungleichheit + Diversitaet + Fairness). Systematisches Review-Format. Beide Bedingungen (Technik und Sozial) sind deutlich erfüllt.
194,YUVR5YNQ,Parrish & de-Arteaga (2025),Self-debiasing large language models: Zero-shot recognition and reduction of stereotypes,Nein,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Include,,Experimentell,0.75,"Der Titel deutet klar auf eine Studie zu Large Language Models (Generative_KI) hin, die Stereotypen in LLMs erkennt und reduziert (Bias_Ungleichheit, Fairness). Das 'Zero-shot'-Verfahren und 'Self-debiasing' implizieren Prompting-Strategien als zentrales Thema. Kein direkter Sozialarbeitsbezug, aber die Bias/Fairness-Dimension erfüllt die SOZIAL-Bedingung. Confidence leicht reduziert wegen fehlendem Abstract."
195,YPYQ2TCL,Mei et al. (2023),Assessing GPT's bias towards stigmatized social groups: An intersectional case study on nationality prejudice and psychophobia,Nein,Ja,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Include,,Empirisch,0.78,"Das Paper untersucht Bias in GPT (Generative KI) gegenüber stigmatisierten sozialen Gruppen – konkret nationale Vorurteile und Psychophobie. Dies adressiert Bias/Ungleichheit und Diversität substantiell. TECHNIK_OK (Generative_KI) und SOZIAL_OK (Bias_Ungleichheit, Diversitaet) sind erfüllt. Kein Abstract verfügbar, daher leicht reduziertes Confidence-Level."
196,64DQYVVB,Liu et al. (2025),More or less wrong: A benchmark for directional bias in LLM comparative reasoning,Nein,Ja,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Include,,Experimentell,0.55,"Das Paper behandelt Bias in LLMs (Generative_KI) durch ein Benchmark für 'directional bias' in vergleichendem Reasoning. Dies deutet auf Bias_Ungleichheit und Fairness-Aspekte hin. Kein Abstract verfügbar, daher moderate Konfidenz. Sozialarbeiterischer Bezug ist nicht erkennbar, aber Bias/Fairness in LLMs ist als soziale Dimension relevant. TECHNIK_OK (Generative_KI) und SOZIAL_OK (Bias_Ungleichheit, Fairness) → Include."
197,RAY6G2R7,Lin et al. (2024),SWIFTSAGE: A new dual-module framework for better action planning in complex interactive reasoning tasks,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Exclude,Not_relevant_topic,Experimentell,0.7,"Das Paper beschreibt ein Dual-Module-Framework für Action Planning in komplexen interaktiven Reasoning-Aufgaben. Es handelt sich um eine rein technische KI-Arbeit ohne Bezug zu sozialen Themen wie Soziale Arbeit, Bias, Gender oder Fairness. Kein Abstract vorhanden, aber der Titel deutet auf technisches NLP/KI-Planungs-Framework hin ohne sozialen Kontext."
198,QY6P4RGQ,Parrish et al. (2022),BBQ: A hand-built bias benchmark for question answering,Nein,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Nein,Ja,Include,,Empirisch,0.82,"BBQ ist ein bekanntes Bias-Benchmark-Dataset für NLP/Question-Answering-Systeme, das soziale Vorurteile (Geschlecht, Ethnizität, Alter etc.) in ML-Modellen misst. Es adressiert algorithmischen Bias und Fairness in KI-Systemen (KI_Sonstige) und behandelt substantiell Bias_Ungleichheit, Gender und Diversitaet durch systematische Evaluation verschiedener demografischer Gruppen."
199,H3STST88,Kojima et al. (2022),Large language models are zero-shot reasoners,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Exclude,Not_relevant_topic,Experimentell,0.9,"Das Paper von Kojima et al. (2022) ist ein bekanntes technisches NLP-Paper über Zero-Shot Chain-of-Thought Prompting in LLMs. Es behandelt Prompting-Strategien (z.B. 'Let's think step by step') für Reasoning-Aufgaben. Kein Bezug zu sozialen Themen, Bias, Fairness, Sozialer Arbeit oder anderen sozialen Kategorien. Rein technisches Paper ohne soziale Relevanz im Sinne des Reviews."
200,RM833D5N,He et al. (2024),On the steerability of large language models,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Exclude,Not_relevant_topic,Unclear,0.5,"Das Paper behandelt 'Steerability' von Large Language Models, was auf Prompt-Engineering und Steuerung von LLMs hindeutet (Generative_KI, Prompting). Kein Abstract verfügbar, daher Unsicherheit. Jedoch fehlen soziale Kategorien (kein Bezug zu Sozialer Arbeit, Bias, Gender, Fairness). Ohne sozialen Bezug: Exclude nach Entscheidungslogik."
201,ACDF4FL9,Chisca et al. (2024),Prompting techniques for reducing social bias in LLMs through System 1 and System 2 cognitive processes,Nein,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Include,,Experimentell,0.82,"Der Titel weist klar auf Prompting-Strategien für LLMs zur Reduktion von Social Bias hin, unter Verwendung von System-1/System-2-Kognitionsmodellen. Generative KI (LLMs), Prompting und Bias/Ungleichheit sowie Fairness sind substantielle Themen. TECHNIK_OK (Generative_KI, Prompting) und SOZIAL_OK (Bias_Ungleichheit, Fairness) → Include. Kein Abstract verfügbar, daher moderate Konfidenz."
202,VEJBIZRR,Chen et al. (2024),Exploring complex mental health symptoms via classifying social media data with explainable LLMs,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Exclude,Not_relevant_topic,Empirisch,0.55,"Das Paper nutzt LLMs zur Klassifikation von Social-Media-Daten für psychische Gesundheitssymptome. Zwar ist dies ein KI-Anwendungsfall mit sozialem Kontext, aber es fehlt ein direkter Bezug zu sozialer Ungleichheit, Bias, Gender, Diversität, Fairness oder Sozialer Arbeit. Ohne Abstract ist die Einschätzung unsicher, aber die Kerninhalte scheinen rein technisch-klinisch ausgerichtet. Die SOZIAL-Bedingung ist nicht erfüllt."
203,QIQR449A,Klinge & Kjeldsen (2024),A sociolinguistic approach to stereotype assessment in large language models,Nein,Ja,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Include,,Empirisch,0.65,"Der Titel verweist klar auf Large Language Models (Generative_KI) und die Untersuchung von Stereotypen (Bias_Ungleichheit, Diversitaet) mittels soziolinguistischer Methodik. Da kein Abstract verfügbar ist, basiert die Bewertung auf dem Titel. TECHNIK_OK (Generative_KI) und SOZIAL_OK (Bias_Ungleichheit, Diversitaet) sind erfüllt → Include."
204,55ZR64VU,Kaneko & Bollegala (2024),Debiasing prompts for gender bias in large language models,Nein,Ja,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Ja,Include,,Experimentell,0.9,"Das Paper behandelt Debiasing-Prompts für Gender-Bias in Large Language Models. Klarer Fokus auf Prompt-Engineering (Technik) zur Reduktion von Gender-Bias in LLMs. Sowohl TECHNIK (Generative_KI, Prompting) als auch SOZIAL (Bias_Ungleichheit, Gender, Fairness) sind erfüllt. Include-Entscheidung ist eindeutig."
205,7IVS7X63,Jiang et al. (2022),Assessing GPT's bias towards stigmatized social groups: An intersectional case study on nationality prejudice and psychophobia,Nein,Ja,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Ja,Include,,Empirisch,0.75,"Das Paper untersucht Bias in GPT gegenüber stigmatisierten Gruppen – ein generatives KI-System (Generative_KI = Ja). Der Fokus liegt auf Vorurteilen bzgl. Nationalität und psychischer Erkrankung (Psychophobie), was Bias_Ungleichheit und Diversitaet bejaht. Der intersektionale Ansatz deutet auf Fairness-Analyse hin. Kein Abstract verfügbar, daher moderate Konfidenz. Technik- und Sozial-Kriterien sind erfüllt → Include."
206,ST9UCTJE,Garg et al. (2019),Counterfactual fairness in text classification through robustness,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Ja,Include,,Experimentell,0.72,"Der Titel deutet auf ein Paper über kontrafaktische Fairness in Textklassifikation hin – ein algorithmisches Fairness-Thema (KI_Sonstige + Fairness + Bias_Ungleichheit). Counterfactual Fairness untersucht typischerweise diskriminierende Effekte demographischer Merkmale in ML-Modellen. Kein Abstract verfügbar, daher moderate Konfidenz. TECHNIK_OK (KI_Sonstige) und SOZIAL_OK (Fairness, Bias) sind erfüllt."
207,SQYLQFRU,Furniturewala et al. (2024),Reasoning towards fairness: Mitigating bias in language models through reasoning-guided fine-tuning,Nein,Ja,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Include,,Experimentell,0.72,"Der Titel weist klar auf einen technischen Ansatz zur Bias-Reduktion in Sprachmodellen (LLMs) durch reasoning-guided fine-tuning hin. Generative KI (LLMs) und Fairness/Bias-Reduktion sind zentrale Themen. Kein Abstract verfügbar, aber der Titel ist ausreichend eindeutig. TECHNIK_OK (Generative_KI) und SOZIAL_OK (Bias_Ungleichheit, Fairness) → Include."
