ID,Zotero_Key,Author_Year,Title,AI_Literacies,Generative_KI,Prompting,KI_Sonstige,Soziale_Arbeit,Bias_Ungleichheit,Gender,Diversitaet,Feministisch,Fairness,Decision,Exclusion_Reason,Studientyp,LLM_Confidence,LLM_Reasoning,Input_Source
167,IUN7Z56I,Reamer (2023),Artificial intelligence in social work: Emerging ethical issues,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Ja,Include,,Theoretisch,0.95,Das Paper erfüllt beide Bedingungen: TECHNIK (AI_Literacies: Ethik-Framework für KI-Kompetenzen; KI_Sonstige: Algorithmische Systeme) und SOZIAL (Soziale_Arbeit: Direkter Bezug zur sozialarbeiterischen Praxis; Bias_Ungleichheit und Fairness: Behandlung von algorithmischem Bias und ethischen Fairness-Anforderungen). Systematische ethische Analyse mit konkreten Implementierungsprotokollen.,Abstract
168,F7WNRWIC,De Duro et al. (2025),Measuring and identifying factors of individuals' trust in large language models,Ja,Ja,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Ja,Include,,Empirisch,0.92,"Paper erfüllt beide Bedingungen: TECHNIK: AI_Literacies (Vertrauen als Kompetenz/kritisches Verständnis), Generative_KI (LLM-Fokus). SOZIAL: Bias_Ungleichheit (signifikante demografische Disparitäten Alter/Geschlecht), Gender (explizite Geschlechtsunterschiede als Hauptbefund), Fairness (faire Nutzung, Zugang). Kein Soziale_Arbeit-Bezug identifizierbar. Hohe Konfidenz due substantieller Quantifizierung der Diskriminierungsmuster.",KD
169,GFHALQS2,Tun et al. (2025),Trust in artificial intelligence–based clinical decision support systems among health care workers: Systematic review,Ja,Nein,Nein,Ja,Nein,Ja,Nein,Ja,Nein,Ja,Include,,Literaturreview,0.85,"Paper erfüllt beide Bedingungen: TECHNIK: AI_Literacies (Ja - Fokus auf Wissen/Kompetenz von Klinikern in KI-Systemen, Training und Vertrautheit) + KI_Sonstige (Ja - ML, Deep Learning, algorithmische Systeme im klinischen Kontext). SOZIAL: Bias_Ungleichheit (Ja - algorithmic bias als Vertrauensbarriere), Diversitaet (Ja - diverse Gesundheitsfachkräfte und cross-cultural perspectives), Fairness (Ja - explizit fairness und ethische Standards). Im Gesundheitswesen, nicht Sozialarbeit, aber KI-Governance-Aspekte relevant für interdisziplinäre Perspektive.",KD
170,MUBZ8XJL,Gaba et al. (2025),"Bias, accuracy, and trust: Gender-diverse perspectives on large language models",Nein,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Include,,Empirisch,0.95,"Paper erfüllt beide Bedingungen: TECHNIK_OK (Generative_KI: ChatGPT, Prompting: gendered/neutral prompts substantiell untersucht), SOZIAL_OK (Bias_Ungleichheit, Gender, Diversitaet und Fairness alle substantiell behandelt). Qualitativ-empirische Studie mit gender-diversen Perspektiven auf algorithmische Bias in LLMs. Kein Bezug zu Sozialer Arbeit oder explizit feministischer Theorie, daher diese auf Nein.",KD
171,7IY7AX7D,Colombatto et al. (2025),The influence of mental state attributions on trust in large language models,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Exclude,"TECHNIK_OK erfüllt (AI_Literacies, Generative_KI, Prompting, Fairness), aber SOZIAL_OK nicht erfüllt. Keine der Kategorien Soziale_Arbeit, Bias_Ungleichheit, Gender, Diversitaet oder Feministisch sind substantiell behandelt. Das Paper behandelt allgemeine Mensch-KI-Interaktion und Trust-Kalibrierung, nicht aber spezifische soziale Ungleichheiten, marginalisierte Gruppen, oder Kontexte der Sozialen Arbeit.",Empirisch,0.85,"Das Paper ist ein hochwertiges, preregistriertes Experiment zu LLM-Trust mit Bezug zu AI-Literacies (mentale Zustandszuschreibungen, Verständnis von KI-Kompetenzen), Generative_KI (ChatGPT) und Prompting (Empfehlungen zu prompt-engineering für Vertrauensbau). Fairness ist relevant (kalibriertes Vertrauen). Jedoch fehlt die Verbindung zu sozialen Gruppen, Ungleichheiten oder sozialarbeiterischen Kontexten vollständig. Die Stichprobe ist demografisch beschrieben (Gender dokumentiert), aber nicht analytisch fokussiert auf Disparitäten oder strukturelle Benachteiligung. Das Paper adressiert nicht die SOZIAL-Kriterien substantiell.",KD
172,KRUQB7L2,Steyvers et al. (2025),What large language models know and what people think they know,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Include,,Empirisch,0.92,"Das Paper erfüllt beide Bedingungen: TECHNIK (AI_Literacies: Nutzerkompetenzen im Vertrauen zu LLMs; Generative_KI: GPT-3.5, PaLM2, GPT-4o; Prompting: systematische Variation von Prompt-Stilen für Unsicherheitssignale) UND SOZIAL (Bias_Ungleichheit: systematische Verzerrungen in Nutzerwahrnehmung, Längenbias; Fairness: Kalibrierung und Diskriminationsfähigkeit als Fairness-Metrik). Empirisch solide Studie mit 321 Teilnehmern und 6 Experimenten.",KD
173,WAYCKUZ8,Choudhury & Chaudhry (2024),Large Language Models and User Trust: Consequence of Self-Referential Learning Loop and the Deskilling of Health Care Professionals,Ja,Ja,Ja,Ja,Nein,Ja,Nein,Nein,Nein,Ja,Exclude,"TECHNIK_OK (4/4 Kategorien erfüllt), aber SOZIAL_OK nur partiell erfüllt: Bias_Ungleichheit und Fairness sind substanziell behandelt, jedoch fehlt ein direkter Bezug zu Sozialer Arbeit. Das Paper adressiert Gesundheitswesen/Klinik, nicht sozialarbeiterische Praxis oder Zielgruppen Sozialer Arbeit. Die Themen Bias und Fairness sind zwar vorhanden, aber im Kontext von klinischen Entscheidungen und Ärztinnen-Expertise, nicht im Kontext sozialer Disparitäten oder struktureller Benachteiligung von vulnerablen Gruppen im Sinne Sozialer Arbeit.",Konzept,0.75,"Paper behandelt LLMs, selbstreferenzielle Lernschleifen, Bias-Verstärkung und Fairness substantiell mit starkem Fokus auf KI-Literacies (Kliniker-Kompetenzen, kritische Evaluation). Erfüllt TECHNIK-Bedingung vollständig. SOZIAL-Bedingung ist jedoch nicht erfüllt: Obwohl Bias und Fairness thematisiert werden, bezieht sich dies auf Gesundheitswesen/klinische Entscheidungen, nicht auf Soziale Arbeit oder deren Zielgruppen. Kein expliziter Bezug zu sozialarbeiterischer Praxis erkennbar.",KD
174,UIIDCXLB,Kamruzzaman & Kim (2024),Prompting techniques for reducing social bias in LLMs through System 1 and System 2 cognitive processes,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Include,,Empirisch,0.92,"Paper erfüllt beide Bedingungen: TECHNIK: Ja bei Generative_KI (LLMs), Prompting (substantieller Fokus auf 12 Prompt-Engineering-Strategien) und AI_Literacies (Verständnis von Prompt-Design). SOZIAL: Ja bei Bias_Ungleichheit (Reduktion sozialer Vorurteile in LLMs) und Fairness (Bias-Mitigation-Ansätze). Kein direkter Sozialarbeitsbezug, aber starker Fokus auf algorithmische Fairness und Bias-Reduktion qualifiziert für Inclusion.",Abstract
175,ZHQMHHPQ,Park & Yoon (2025),"AI algorithm transparency, pipelines for trust not prisms: mitigating general negative attitudes and enhancing trust toward AI",Ja,Ja,Nein,Ja,Nein,Ja,Nein,Ja,Nein,Ja,Include,,Experimentell,0.92,"Paper erfüllt beide Bedingungen: TECHNIK: KI_Literacies (Nutzer-Wissen und Verständnis von KI fördern), Generative_KI (ChatGPT explizit erwähnt), KI_Sonstige (algorithmische Systeme). SOZIAL: Bias_Ungleichheit (algorithmische Verzerrungen), Diversitaet (inklusive KI-Adoption), Fairness (Transparenz als Fairness-Mechanismus für Accountability). Empirische Studie mit klarem KI-Fokus und gesellschaftlicher Relevanz.",KD
176,NUYCHW2T,Xu et al. (2023),Transparency enhances positive perceptions of social artificial intelligence,Ja,Ja,Nein,Ja,Nein,Ja,Nein,Ja,Nein,Ja,Include,,Empirisch,0.85,"Paper erfüllt TECHNIK-Kriterien: AI_Literacies (Nutzerwissen über KI-Systeme), Generative_KI (Social Chatbots), KI_Sonstige (Explainable AI, Black-Box-Problem). SOZIAL-Kriterien erfüllt durch: Bias_Ungleichheit (digitale Ungleichheit nach Prior-AI-Knowledge), Diversitaet (Stichprobencharakterisierung nach Rasse/Ethnizität), Fairness (Transparenz als Fairness-Mechanismus, ethische Gestaltung). Keine Soziale_Arbeit oder Feministisch substantiell adressiert. Experimentelles Design mit n=914 stellt interne Validität her.",KD
177,7AS5MAU9,Srinivasan & Thomason (2025),Mitigating trust-induced inappropriate reliance on AI assistance,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Ja,Exclude,"TECHNIK_OK, aber SOZIAL_OK nicht erfüllt",Experimentell,0.92,"Das Paper behandelt AI-Literacies (Verständnis angemessener Vertrauensverhältnisse mit KI) und Fairness (Reduktion inappropriater Abhängigkeit durch adaptive Interventionen). Es ist technisch fundiert (KI_Sonstige: decision-support systems). Allerdings fehlt jeder explizite Bezug zu Sozialarbeit, sozialer Ungleichheit, Gender oder anderen Aspekten sozialer Gerechtigkeit. Das Papier behandelt allgemein menschlich-KI-Interaktion, nicht spezifische soziale Kontexte oder Zielgruppen im Sinne der Review-Kriterien.",Abstract
178,L48P8FBG,Goldkind et al. (2024),Artificial intelligence in social work: An EPIC model for practice,Ja,Ja,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Include,,Theoretisch,0.98,"Paper erfüllt beide Bedingungen: TECHNIK_OK (AI_Literacies: Kompetenzerfordernisse für Social Worker; Generative_KI: ChatGPT in Kindesschutz; KI_Sonstige: Predictive Risk Modeling, Decision-Support-Systeme). SOZIAL_OK (Soziale_Arbeit: zentral für Child Welfare, Counseling; Bias_Ungleichheit: Algorithmen-Bias, 34,7% Fehlerrate bei Frauen; Gender: Gender Shades Studie; Diversitaet: First Nations Datensouveränität, marginalisierte Communities; Fairness: ethisches Framework mit Bias-Mitigation). Feministisch=Nein: Keine explizite feministische Theorie/Methodik, trotz Gender-Fokus. Prompting=Nein: Nicht substantiell behandelt.",KD
179,U9ACKGB4,Bisconti et al. (2024),A formal account of AI trustworthiness: Connecting intrinsic and perceived trustworthiness in an operational schematization,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Exclude,Not_relevant_topic,Theoretisch,0.92,"Paper behandelt formale Konzeptualisierung von KI-Vertrauenswürdigkeit (KI_Sonstige: Ja). Es fehlt jedoch jede Verbindung zu sozialen Aspekten wie Soziale Arbeit, Bias/Ungleichheit, Fairness oder Diversität. Es ist eine rein theoretische Formaliserungsarbeit ohne Bezug zu marginalisierten Gruppen, sozialen Auswirkungen oder Diskriminierung. Damit erfüllt es nicht die soziale Komponente des Einschlusskriteriums.",Abstract
180,2YS85B49,Debnath et al. (2024),Can LLMs reason about trust? A pilot study,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Exclude,Not_relevant_topic,Experimentell,0.92,"Paper erfüllt TECHNIK-Kriterium (Generative_KI=Ja, Prompting=Ja mit strukturiertem System-Prompt und iterativem Design). ABER: SOZIAL-Kriterium ist nicht erfüllt. Das Paper behandelt keine Soziale Arbeit (kein Bezug zu Praxis/Theorie/Zielgruppen der Sozialen Arbeit), keine strukturellen Ungleichheiten, keinen Gender-Fokus, keine Diversität und keine feministische Perspektive. Fairness-Erwähnung (Performance-Disparitäten zwischen Modellen) ist zu marginal und nicht substantiell. Kontext ist akademisch (Professor-PhD-Beziehung), nicht sozialarbeiterisch. Paper liegt außerhalb des Scope des Literature Reviews für KI x Soziale Arbeit.",KD
181,Z4YXX9PZ,Kamruzzaman & Kim (2024),Prompting techniques for reducing social bias in LLMs through System 1 and System 2 cognitive processes,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Include,,Experimentell,0.92,"Paper erfüllt beide Bedingungen: TECHNIK-OK durch Generative_KI, Prompting und AI_Literacies (Kompetenzen im Umgang mit LLMs). SOZIAL-OK durch substantiellen Fokus auf Bias_Ungleichheit (Stereotypen, soziale Verzerrungen) und Fairness (Bias-Mitigation-Strategien). Systematische Evaluation von 12 Prompt-Strategien zur Bias-Reduktion ist kernsubstanziell.",Abstract
182,GUMWKBN6,Asseri et al. (2024),Prompt engineering techniques for mitigating cultural bias against Arabs and Muslims in large language models: A systematic review,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Ja,Nein,Ja,Include,,Literaturreview,0.95,"Paper erfüllt beide Bedingungen: TECHNIK_OK (AI_Literacies, Generative_KI, Prompting substanziell adressiert) und SOZIAL_OK (Bias_Ungleichheit, Diversität, Fairness behandelt). Systematischer Review zu Prompt-Engineering-Techniken zur Bias-Reduktion gegen spezifische kulturelle Gruppen (Araber, Muslime) in LLMs. Substantieller Fokus auf Prompting-Strategien und deren Effektivität bei Bias-Mitigation.",Abstract
183,U3AJIXAJ,Victor et al. (2023),Recommendations for social work researchers and journal editors on the use of generative AI and large language models,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Include,,Konzept,0.95,Paper erfüllt beide Bedingungen: TECHNIK (AI_Literacies: kontinuierliche KI-Bildung; Generative_KI: umfassender LLM-Fokus; Prompting: Anforderung zur Dokumentation von Prompts; KI_Sonstige: algorithmische Systeme). SOZIAL (Soziale_Arbeit: direkter Bezug zu Forschung und Praxis; Bias_Ungleichheit: rassische und geschlechtliche Bias in LLMs; Gender: explizite Bias-Diskussion; Diversitaet: vulnerable/marginalisierte Gruppen; Fairness: algorithmische Fairness und Non-Diskriminierung). Feministisch=Nein (keine explizite feministische Theorie). Framework-Papier mit substantiellen Empfehlungen für Forscher und Herausgeber.,KD
184,HN7KKNYV,Reamer (2023),Artificial intelligence in social work: Emerging ethical issues,Ja,Ja,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Include,,Literaturreview,0.98,"Kernpaper zur ethischen Implementierung von KI in der Sozialen Arbeit. Erfüllt beide kritische Bedingungen: (1) TECHNIK: AI_Literacies (8-Schritte-Protokoll für ethische KI-Kompetenzentwicklung, Curriculum-Integration), Generative_KI (ChatGPT-Diskussion), KI_Sonstige (Machine Learning, Predictive Analytics, Algorithmic Decision Systems). (2) SOZIAL: Soziale_Arbeit (direkte Anwendung auf sozialarbeiterische Praxis und Ethik-Standards), Bias_Ungleichheit (Fokus auf algorithmic bias bei vulnerablen Gruppen), Gender (Erwähnung von Geschlecht als geschützte Kategorie), Diversitaet (diverse Focus Groups als Implementierungsansatz), Fairness (explizite Behandlung von algorithmic fairness und justice). Substanzielle Behandlung aller Kategorien, keine feministische Theorie erwähnt.",KD
185,UB9NK8KI,Zayed (2024),Scaling implicit bias analysis across transformer-based language models through embedding association test and prompt engineering,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Ja,Nein,Ja,Include,,Empirisch,0.95,"Paper erfüllt BEIDE Bedingungen: TECHNIK: Ja zu AI_Literacies (kritisches Verständnis KI-Systemen), Generative_KI (GPT-Modelle), Prompting (zentrale Methodik zur Bias-Reduktion), KI_Sonstige (BERT, WEAT, NLP). SOZIAL: Ja zu Bias_Ungleichheit (implizite Biase, Stereotype), Gender (feminine/masculine-coded narratives), Diversitaet (balanced/inclusive language), Fairness (WEAT-Metriken, Bias-Mitigation). Keine feministische Theorie/Methodik detektiert.",KD
186,XG7RFFC7,U.S. Bureau of Labor Statistics (2023),Occupational employment statistics,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Exclude,Not_relevant_topic,Empirisch,0.95,"Das Paper ist ein reiner Beschäftigungsstatistik-Report des U.S. Bureau of Labor Statistics zu Löhnen und Berufsverteilung. Es behandelt weder KI/ML-Systeme noch algorithmische Entscheidungsfindung. Die erwähnte 'Evidenz' zur Sozialen Arbeit ist spekulativ: Der Report dokumentiert nur Arbeitsmarktdaten, nicht sozialarbeiterische Praxis oder KI-Einsatz. Keine TECHNIK-Komponente erfüllt.",KD
187,JRG3B3LE,Struppek (2024),Homoglyph unlearning: A novel approach to bias mitigation,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Ja,Include,,Experimentell,0.72,Paper behandelt Bias-Mitigation durch 'Homoglyph Unlearning' - ein technisches Verfahren zur Reduktion von Bias in ML-Systemen. KI_Sonstige (Ja): Technisches ML-Verfahren. Bias_Ungleichheit (Ja): Expliziter Fokus auf Bias-Mitigation. Fairness (Ja): Themenbezug zu fairen ML-Systemen. Dennoch keine Soziale_Arbeit oder substantieller sozialer Kontext erkennbar. Trotzdem erfüllt das Paper TECHNIK (KI_Sonstige) + SOZIAL (Bias_Ungleichheit + Fairness) Kriterien.,Abstract
188,JGZDWMN3,Wu (2025),Bias in decision-making for AI's ethical dilemmas: A comparative study of ChatGPT and Claude,Ja,Ja,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Include,,Experimentell,0.95,"Paper erfüllt beide Bedingungen: TECHNIK (Generative_KI: ChatGPT/Claude, AI_Literacies: kritisches Verständnis von LLM-Limitationen) UND SOZIAL (Bias_Ungleichheit: systematische Diskriminierungsmuster, Gender: explizite Geschlechtervariationen, Diversitaet: intersektionale Analyse mit 7 Attributgruppen, Feministisch: intersektionale Perspektive auf Marginalisierung, Fairness: zentrale Fokussierung auf algorithmische Fairness und Justice). Empirische Simulationsstudie mit 11.200 Trials zeigt strukturelle Benachteiligung von Minderheiten in LLM-Entscheidungen.",KD
189,NVZA58ML,Wang (2024),A survey on fairness in large language models,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Ja,Nein,Ja,Include,,Literaturreview,0.95,"Der Survey behandelt substantiell Fairness in LLMs (Generative_KI, Prompting, Fairness). Kernfokus liegt auf Bias und Diskriminierung gegen marginalisierte Gruppen (Bias_Ungleichheit, Gender, Diversitaet) mit konkreten Beispielen zu Gender-Bias und rassistischen Verzerrungen. AI_Literacies erfüllt durch umfassendes technisches Verständnis von Bias-Evaluierung und Debiasing. KI_Sonstige erfüllt durch Behandlung klassischer ML-Bias-Konzepte. TECHNIK (4/4 erfüllt) UND SOZIAL (5/6 erfüllt) → Include.",KD
190,Z9DNTBFF,Srinivasan & Bisk (2024),Worst of both worlds: A comparative analysis of error in language and vision-language models,Nein,Ja,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Exclude,No_full_text,Unclear,0.6,"Das Paper behandelt Fehleranalysen in Language Models und Vision-Language Models (Generative_KI + KI_Sonstige = TECHNIK_OK) und thematisiert offenbar Bias/Fehlertypen (Bias_Ungleichheit = SOZIAL_OK). Jedoch ohne Volltext lässt sich nicht prüfen, ob der Bias-Fokus substantiell ist oder nur am Rande erwähnt wird. Kein Bezug zu Sozialer Arbeit erkennbar. Ohne Abstract/Fulltext kann die Bewertung nicht konfident erfolgt.",Abstract
191,W8DFWR9L,Shin et al. (2025),Mitigating age-related bias in large language models: Strategies for responsible artificial intelligence development,Nein,Ja,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Ja,Include,,Unclear,0.75,"Generative_KI: Ja (LLMs explizit im Titel). Bias_Ungleichheit: Ja (age-related bias ist Diskriminierungsthema). Diversitaet: Ja (Alter als Diversitätsdimension). Fairness: Ja (responsible AI development, Bias-Mitigation). TECHNIK und SOZIAL erfüllt → Include. Feministisch: Nein (kein expliziter Bezug). Soziale_Arbeit: Nein (kein direkter Praxisbezug erkennbar). Confidence reduziert wegen fehlenden Abstract.",Abstract
192,M7AGB7LI,Salecha & Srijith (2025),Model explanations for gender and ethnicity bias mitigation in AI-generated narratives,Nein,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Include,,Experimentell,0.95,"Paper erfüllt beide Bedingungen: TECHNIK-OK: Generative_KI (LLMs), Prompting (iterative Prompt-Strategien mit modellgenerierten Erklärungen), KI_Sonstige (Explainable AI, Fairness-Metriken). SOZIAL-OK: Bias_Ungleichheit (explizit auf Stereotypen und Underrepräsentation), Gender (Gender-Bias-Analyse über 25 Berufsfelder), Diversitaet (BAME-fokussierte demografische Diversität), Fairness (DPR, TVD-Metriken). Substantiell behandelt: LLM-basierte Narrative, Prompt-Engineering zur Bias-Reduktion, Gender/Ethnizität-Analyse, Fairness-Metriken. Kein expliziter feministischer Bezug und kein Soziale-Arbeit-Kontext erkannt.",KD
193,6MJYP7ZX,Prakash & Lee (2023),Prompt engineering techniques for mitigating cultural bias against Arabs and Muslims in large language models: A systematic review,Nein,Ja,Ja,Nein,Nein,Ja,Nein,Ja,Nein,Ja,Include,,Literaturreview,0.92,"Paper adressiert Prompt Engineering Techniken zur Bias-Reduktion (Prompting = Ja) bei LLMs (Generative_KI = Ja). Fokus auf kulturelle Diskriminierung gegen Araber und Muslime erfüllt Bias_Ungleichheit, Diversitaet und Fairness. TECHNIK (Prompting + Generative_KI) UND SOZIAL (Bias_Ungleichheit + Diversitaet + Fairness) erfüllt. Systematischer Review dokumentiert Studientyp.",Abstract
194,YUVR5YNQ,Parrish & de-Arteaga (2025),Self-debiasing large language models: Zero-shot recognition and reduction of stereotypes,Nein,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Include,,Empirisch,0.95,"Paper erfüllt beide Bedingungen: TECHNIK: Generative_KI (LLMs als Fokus), Prompting (zwei Zero-Shot-Prompting-Techniken als Kernmethode); SOZIAL: Bias_Ungleichheit (Stereotypenreduktion über neun soziale Gruppen), Gender (Gender Identity explizit adressiert), Diversitaet (neun diverse soziale Gruppen), Fairness (Bias-Score-Messung und faire Modellverhalten). Keine Evidenz für Soziale_Arbeit oder Feministisch. Substanzielle empirische Studie zu LLM-Bias-Mitigation.",KD
195,YPYQ2TCL,Mei et al. (2023),Assessing GPT's bias towards stigmatized social groups: An intersectional case study on nationality prejudice and psychophobia,Nein,Ja,Nein,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Include,,Empirisch,0.85,"Das Paper adressiert GPT-basierte Sprachmodelle (Generative_KI: Ja) und analysiert algorithmischen Bias gegen stigmatisierte Gruppen (Bias_Ungleichheit: Ja). Die intersektionale Analyse im Titel deutet auf feministische Methodik hin (Feministisch: Ja, basierend auf Intersektionalität nach Crenshaw), sowie auf Diversität und Fairness-Thematik (Diversitaet, Fairness: Ja). Technik- und Sozialkriterien erfüllt. Keine direkte Soziale_Arbeit-Verbindung erkennbar.",Abstract
196,64DQYVVB,Liu et al. (2025),More or less wrong: A benchmark for directional bias in LLM comparative reasoning,Nein,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Include,,Empirisch,0.95,"Paper erfüllt beide Bedingungen: TECHNIK_OK (Generative_KI: LLMs als Forschungsobjekt; Prompting: systematische Variation von Framing-Varianten, CoT-Prompting, strukturierte Ausgaben); SOZIAL_OK (Bias_Ungleichheit: systematische Reasoning-Biases und Verzerrungen; Gender: explizite Analyse mit Geschlechtskategorien; Diversitaet: Multiple demografische Marker (Rasse, Geschlecht); Fairness: expliziter Fokus auf fairness-aware Benchmarking). Empirisches Benchmark-Experiment mit kontrollierten Variationen.",KD
197,RAY6G2R7,Lin et al. (2024),SWIFTSAGE: A new dual-module framework for better action planning in complex interactive reasoning tasks,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Exclude,Not_relevant_topic,Unclear,0.85,"Das Paper behandelt ein Framework (SWIFTSAGE) für Action Planning in komplexen Reasoning-Tasks, basierend auf generativen KI-Modellen und Prompting-Strategien. Es erfüllt TECHNIK-Kriterien (Generative_KI=Ja, Prompting=Ja), hat aber KEINEN Bezug zu den SOZIAL-Kategorien. Kein Bezug zu Sozialer Arbeit, Bias/Ungleichheit, Gender, Diversität, Feminismus oder Fairness erkennbar. Ohne Abstract ist dies eine rein technische KI-Publikation ohne soziale Komponente.",Abstract
198,QY6P4RGQ,Parrish et al. (2022),BBQ: A hand-built bias benchmark for question answering,Nein,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Nein,Ja,Include,,Empirisch,0.95,"Das Paper erfüllt beide Bedingungen: (1) TECHNIK: KI_Sonstige=Ja (NLP-Modelle, Question-Answering, Bias-Benchmark). (2) SOZIAL: Bias_Ungleichheit=Ja (expliziter Fokus auf soziale Vorurteile gegen marginalisierte Gruppen), Gender=Ja (Geschlecht als Dimension mit hohen Bias-Scores), Diversitaet=Ja (9 soziale Dimensionen inkl. Rasse, Religion, SES), Fairness=Ja (Messung algorithmischer Bias, Mitigations-Bemühungen). Substantiell und gut belegt durch die detaillierte Analyse.",KD
199,H3STST88,Kojima et al. (2022),Large language models are zero-shot reasoners,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Exclude,"TECHNIK_OK (AI_Literacies, Generative_KI, Prompting = Ja), aber SOZIAL_OK fehlt komplett. Alle sozialen Kategorien sind Nein. Paper erfüllt nur Technik-Bedingung, nicht beide erforderlichen Bedingungen.",Experimentell,0.95,"Das Paper ist hochrelevant für KI-Literacies, Generative KI und Prompting-Strategien. Es behandelt substantiell Zero-Shot Chain-of-Thought-Prompting als Technique zur Aktivierung von LLM-Fähigkeiten. ABER: Es hat keinen Bezug zu Sozialer Arbeit, Bias/Ungleichheit, Gender, Diversität, Feminismus oder Fairness. Es fehlt jegliche SOZIAL-Dimension für Inclusion im Literature Review zu KI & Soziale Arbeit.",KD
200,RM833D5N,He et al. (2024),On the steerability of large language models,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Ja,Nein,Ja,Include,,Empirisch,0.92,"Paper erfüllt TECHNIK-Kriterium klar: Generative_KI (LLM-Steuerung), Prompting (Soft-Prompting-Modell, Prefix-Tuning), KI_Sonstige (Collaborative Filtering). SOZIAL-Kriterium erfüllt durch: Bias_Ungleichheit (underrepresented groups, bias-Reduktion), Diversitaet (diverse Meinungen, Minderheitengruppen), Fairness (equitable alignment, balanced perspectives). Substantielle technische und soziale Auseinandersetzung vorhanden.",KD
201,ACDF4FL9,Chisca et al. (2024),Prompting techniques for reducing social bias in LLMs through System 1 and System 2 cognitive processes,Nein,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Include,,Experimentell,0.85,"Paper adressiert Prompting-Techniken (substantiell im Titel) zur Bias-Reduktion in LLMs. Generative KI (LLMs) ist Forschungsobjekt. Bias_Ungleichheit und Fairness sind zentrale Themen (social bias reduction). TECHNIK erfüllt (Generative_KI + Prompting), SOZIAL erfüllt (Bias_Ungleichheit + Fairness) → Include. Kein Bezug zu Sozialer Arbeit, Gender oder Feminismus erkennbar.",Abstract
202,VEJBIZRR,Chen et al. (2024),Exploring complex mental health symptoms via classifying social media data with explainable LLMs,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Ja,Include,,Empirisch,0.92,"Paper erfüllt beide Kriterien: TECHNIK (AI_Literacies: Explainable AI, RoBERTa-Klassifikation; KI_Sonstige: NLP, traditionelle ML-Baselines) + SOZIAL (Soziale_Arbeit: psychische Erkrankungen, diagnostische Herausforderungen; Bias_Ungleichheit: diagnostischer Bias bei ADHD/Angst, ungleicher Zugang zu Spezialisten; Diversitaet: marginalisierte Gruppen mit psychischen Erkrankungen; Fairness: Evaluierung von Klassifikationsmetriken). Nicht Generative_KI (RoBERTa ist Klassifikator, nicht generativ) oder Prompting (keine Prompt-Engineering). Nicht Feministisch (kein expliziter feministischer Theorie-Bezug).",KD
203,QIQR449A,Klinge & Kjeldsen (2024),A sociolinguistic approach to stereotype assessment in large language models,Nein,Ja,Ja,Ja,Nein,Ja,Ja,Ja,Nein,Ja,Include,,Experimentell,0.95,Paper erfüllt beide Bedingungen: TECHNIK (Generative_KI: LLMs als Kern; Prompting: In-Context Learning/Few-Shot substantiell; KI_Sonstige: Bias/Fairness in NLP). SOZIAL (Bias_Ungleichheit: Stereotype-Analyse; Gender/Diversitaet: mehrere soziale Kategorien; Fairness: expliziter Fokus auf faire Bewertung). Kein direkter Sozialarbeitsbezug oder feministische Theorie.,KD
