ID,Zotero_Key,Author_Year,Title,AI_Literacies,Generative_KI,Prompting,KI_Sonstige,Soziale_Arbeit,Bias_Ungleichheit,Gender,Diversitaet,Feministisch,Fairness,Decision,Exclusion_Reason,Studientyp,LLM_Confidence,LLM_Reasoning,Input_Source
162,RR5MJRBZ,Goldkind et al. (2024),Artificial intelligence in social work: An EPIC model for practice,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Ja,Include,,Konzept,0.95,"Das Paper entwickelt ein konzeptuelles Rahmenmodell (EPIC) für KI-Integration in der Sozialen Arbeit. Klarer Bezug zur sozialarbeiterischen Praxis und Werten. Behandelt substantiell Bias-Mitigation, Ethik und Fairness im KI-Kontext. KI-Kompetenz- und Wissensaspekte werden durch das Rahmenmodell adressiert. Beide Bedingungen (Technik und Sozial) sind erfüllt.",Abstract
163,3GB9B4IJ,Debnath et al. (2024),Can LLMs reason about trust? A pilot study,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Exclude,Not_relevant_topic,Empirisch,0.85,"Das Paper untersucht LLMs' Fähigkeit zur Trust-Analyse und sozio-kognitive Modelle. Es ist eine technische Evaluationsstudie ohne Bezug zu Sozialer Arbeit, Bias, Gender, Diversität, Fairness oder anderen sozialen Kategorien. Die Sozial-Bedingung ist nicht erfüllt, daher Exclusion.",Abstract
164,25XSMXKT,Asseri et al. (2024),Prompt engineering techniques for mitigating cultural bias against Arabs and Muslims in large language models: A systematic review,Nein,Ja,Ja,Nein,Nein,Ja,Nein,Ja,Nein,Ja,Include,,Literaturreview,0.97,"Das Paper erfüllt beide Bedingungen klar: Technisch behandelt es substantiell Prompt-Engineering-Techniken für LLMs (Generative_KI + Prompting). Sozial fokussiert es auf kulturellen Bias gegen Araber und Muslime in LLMs (Bias_Ungleichheit, Diversitaet, Fairness). Systematischer Review nach PRISMA mit 8 empirischen Studien, der spezifische Debiasing-Methoden evaluiert.",Abstract
165,9YYPYEGY,Victor et al. (2023),Recommendations for social work researchers and journal editors on the use of generative AI and large language models,Ja,Ja,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Include,,Konzept,0.95,Das Paper entwickelt ein Framework für generative KI (LLMs) in der Sozialarbeit-Forschung und richtet sich explizit an Sozialarbeits-Forscher und Zeitschriftenredakteure. Prompting wird substantiell behandelt (Offenlegung von Prompts als Transparenzanforderung). AI Literacy wird durch Forderung nach kontinuierlicher Bildung über KI-Konstruktion und -Limitierungen adressiert. Alle drei TECHNIK-Kriterien und das SOZIAL-Kriterium sind klar erfüllt.,Abstract
166,Q8YPNNKL,Srinivasan & Thomason (2025),Mitigating trust-induced inappropriate reliance on AI assistance,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Ja,Include,,Experimentell,0.65,"Das Paper behandelt algorithmische Entscheidungsunterstützungssysteme (KI_Sonstige) und thematisiert Fairness im Sinne angemessener/fairer Entscheidungsfindung durch Reduktion von Over- und Under-Trust gegenüber KI-Empfehlungen. Fairness-Aspekte zeigen sich in der Verbesserung der Entscheidungsgenauigkeit und Reduktion unangemessener Abhängigkeit. Kein direkter Sozialarbeitsbezug, aber Fairness in der Mensch-KI-Interaktion wird substantiell behandelt.",Abstract
167,IUN7Z56I,Reamer (2023),Artificial intelligence in social work: Emerging ethical issues,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Ja,Include,,Konzept,0.97,"Das Paper behandelt substantiell KI-Systeme (algorithmischer Bias, Entscheidungssysteme) in der Sozialen Arbeit. Es entwickelt ein ethisches Framework speziell für sozialarbeiterische Praxis und adressiert algorithmischen Bias sowie Fairness als zentrale Themen. Beide Bedingungen (TECHNIK: KI_Sonstige; SOZIAL: Soziale_Arbeit, Bias_Ungleichheit, Fairness) sind klar erfüllt.",Abstract
168,F7WNRWIC,De Duro et al. (2025),Measuring and identifying factors of individuals' trust in large language models,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Include,,Empirisch,0.72,"Das Paper fokussiert klar auf LLMs (Generative_KI=Ja) und entwickelt ein psychometrisches Messinstrument für Nutzervertrauen. Gender wird substantiell als zentrales Ergebnis behandelt: signifikante Geschlechtsunterschiede in beiden Vertrauensdimensionen mit konkreten Regressionskoeffizienten. Dies reicht für Gender=Ja. TECHNIK_OK (Generative_KI) und SOZIAL_OK (Gender) sind erfüllt → Include. AI_Literacies wurde verneint, da das Paper Vertrauen misst, nicht Kompetenzen fördert. Fairness nur marginal erwähnt, nicht substantiell behandelt.",KD
169,GFHALQS2,Tun et al. (2025),Trust in artificial intelligence–based clinical decision support systems among health care workers: Systematic review,Ja,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Ja,Include,,Literaturreview,0.75,"Das Paper behandelt KI-basierte klinische Entscheidungsunterstützungssysteme (KI_Sonstige) und thematisiert AI Literacy im Sinne von Training/Vertrautheit von Gesundheitsfachkräften (AI_Literacies). Fairness und algorithmischer Bias werden als Vertrauensbarrieren substantiell diskutiert. Kein direkter Soziale_Arbeit-Bezug, kein Gender-Fokus. Die Technik-Bedingung (KI_Sonstige, AI_Literacies) und die Sozial-Bedingung (Fairness, Bias_Ungleichheit) sind erfüllt → Include.",KD
170,MUBZ8XJL,Gaba et al. (2025),"Bias, accuracy, and trust: Gender-diverse perspectives on large language models",Nein,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Include,,Empirisch,0.95,"Das Paper untersucht ChatGPT (Generative KI) mit systematischer Analyse von gendered und neutralen Prompts (Prompting). Zentrale Themen sind Gender-Bias in LLM-Outputs, unterschiedliche Vertrauenswerte nach Geschlecht, Repräsentation non-binärer Personen (Diversität) und Fairness-Empfehlungen. Beide Bedingungen (TECHNIK und SOZIAL) sind klar erfüllt. Feministische Theorie wird nicht explizit zitiert, daher Feministisch=Nein.",KD
171,7IY7AX7D,Colombatto et al. (2025),The influence of mental state attributions on trust in large language models,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Include,,Empirisch,0.72,"Das Paper fokussiert auf LLMs (ChatGPT) und untersucht, wie Nutzer KI-Systeme mental attributieren und ihr Vertrauen gestalten – relevant für AI Literacy (kritisches Verständnis von KI). Fairness wird durch das Ziel 'well-calibrated and balanced trust' (weder Über- noch Untervertrauen) adressiert. Kein direkter Sozialarbeitsbezug, kein Gender/Bias-Fokus. Prompting wird nur am Rande erwähnt. TECHNIK_OK (AI_Literacies, Generative_KI) + SOZIAL_OK (Fairness) → Include.",KD
172,KRUQB7L2,Steyvers et al. (2025),What large language models know and what people think they know,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Exclude,Not_relevant_topic,Empirisch,0.85,"Das Paper adressiert substantiell AI_Literacies (Nutzervertrauen und Kalibrierung), Generative_KI (GPT-3.5, GPT-4o, PaLM2) und Prompting (Unsicherheitskommunikation via Prompt-Engineering). Die soziale Dimension fehlt jedoch: Keine Soziale_Arbeit, kein Bias/Ungleichheit im sozialen Sinne (Längenbias ist kognitiv, nicht diskriminierend), kein Gender, keine Diversität, kein feministischer Ansatz. Fairness bezieht sich hier auf Kalibrierungsmetriken, nicht auf algorithmische Fairness im sozialen Sinne. TECHNIK_OK, aber SOZIAL nicht erfüllt.",KD
173,WAYCKUZ8,Choudhury & Chaudhry (2024),Large Language Models and User Trust: Consequence of Self-Referential Learning Loop and the Deskilling of Health Care Professionals,Ja,Ja,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Include,,Theoretisch,0.82,"Das Paper behandelt substantiell LLMs (Generative_KI) im Gesundheitskontext und thematisiert kritische Reflexion/Kompetenzen im Umgang mit KI (AI_Literacies). Bias-Verstärkung durch selbstreferenzielle Lernschleifen wird als Kernthema behandelt (Bias_Ungleichheit). Fairness-Aspekte werden durch Algorithmen-Accountability und transparente KI-Nutzung adressiert. Kein direkter Soziale_Arbeit-Bezug, aber die TECHNIK+SOZIAL-Bedingungen sind durch AI_Literacies, Generative_KI sowie Bias_Ungleichheit und Fairness erfüllt.",KD
174,UIIDCXLB,Kamruzzaman & Kim (2024),Prompting techniques for reducing social bias in LLMs through System 1 and System 2 cognitive processes,Nein,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Include,,Experimentell,0.95,Das Paper evaluiert systematisch 12 Prompt-Engineering-Strategien zur Reduktion sozialer Bias in LLMs – Prompting und Generative_KI sind klar erfüllt. Die Bias-Reduktion in LLM-Outputs adressiert substantiell Bias_Ungleichheit und algorithmische Fairness. Beide Bedingungen (TECHNIK und SOZIAL) sind erfüllt.,Abstract
175,ZHQMHHPQ,Park & Yoon (2025),"AI algorithm transparency, pipelines for trust not prisms: mitigating general negative attitudes and enhancing trust toward AI",Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Ja,Include,,Empirisch,0.65,"Das Paper behandelt KI-Algorithmentransparenz und Vertrauen (Technik: KI_Sonstige, Generative_KI erwähnt). Fairness wird substantiell über algorithmische Accountability und Transparenz als Fairness-Mechanismus adressiert. Die Evidenz für Bias_Ungleichheit und Diversität ist randständig – nur kurze Erwähnungen ohne substanzielle Analyse. Fairness als zentrales Konzept (Transparenz = Accountability = Vertrauenswürdigkeit) rechtfertigt ein 'Ja'. Kein direkter Sozialarbeitsbezug, kein Gender/Feminist-Fokus.",KD
176,NUYCHW2T,Xu et al. (2023),Transparency enhances positive perceptions of social artificial intelligence,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Exclude,Not_relevant_topic,Empirisch,0.78,"Das Paper untersucht Transparenz bei sozialen Chatbots und deren Effekt auf Nutzerwahrnehmung. AI_Literacies ist relevant (Nutzerverständnis von KI-Mechanismen), KI_Sonstige auch (algorithmische Systeme). Jedoch erfüllt das Paper keine der Sozial-Kategorien substantiell: kein direkter Soziale_Arbeit-Bezug, keine Bias/Fairness-Analyse, kein Gender-Fokus, keine Diversitätsthematik, keine feministische Theorie. Erwähnungen digitaler Ungleichheit und demografischer Daten sind marginal und nicht substantiell analysiert.",KD
177,7AS5MAU9,Srinivasan & Thomason (2025),Mitigating trust-induced inappropriate reliance on AI assistance,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Ja,Include,,Experimentell,0.65,"Das Paper behandelt KI-Entscheidungsunterstützungssysteme (KI_Sonstige) und thematisiert unangemessene Abhängigkeit von KI-Empfehlungen sowie Verbesserung der Entscheidungsgenauigkeit, was Fairness-Aspekte berührt (Reduktion von Over-/Under-Trust als fairness-relevante Kalibrierung). Kein direkter Sozialarbeitsbezug, aber Fairness durch algorithmic-trust-Intervention ist substantiell behandelt.",Abstract
178,L48P8FBG,Goldkind et al. (2024),Artificial intelligence in social work: An EPIC model for practice,Ja,Ja,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Include,,Konzept,0.97,"Das Paper entwickelt das EPIC-Modell für KI-Integration in der Sozialen Arbeit. Es behandelt substantiell: AI Literacy (Kompetenzentwicklung für Sozialarbeiter und Communities), Generative KI (ChatGPT-Beispiele), klassisches ML/Predictive Modeling (KI_Sonstige), direkten Soziale-Arbeit-Bezug (Jugendhilfe, Beratung), algorithmischen Bias und Ungleichheit, Gender-Bias (Buolamwini & Gebru), Diversität marginalisierter Gruppen sowie Fairness-Frameworks. Alle Einschlusskriterien klar erfüllt.",KD
179,U9ACKGB4,Bisconti et al. (2024),A formal account of AI trustworthiness: Connecting intrinsic and perceived trustworthiness in an operational schematization,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Exclude,Not_relevant_topic,Theoretisch,0.88,"Das Paper entwickelt eine formale Konzeptualisierung von KI-Vertrauenswürdigkeit (AI trustworthiness) mit mathematischer Formalisierung. Es hat zwar einen KI-Bezug (KI_Sonstige), aber keine sozialen Kategorien sind erfüllt: kein Soziale_Arbeit-Bezug, kein Bias/Ungleichheit-Fokus, kein Gender/Diversität/Feministisches, keine Fairness-Metriken im technischen Sinne. Die Diskussion von Transparenz und menschlicher Aufsicht bleibt auf theoretisch-formaler Ebene ohne sozialen Anwendungskontext.",Abstract
180,2YS85B49,Debnath et al. (2024),Can LLMs reason about trust? A pilot study,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Exclude,Not_relevant_topic,Empirisch,0.85,"Das Paper untersucht LLM-Reasoning über Vertrauen mit strukturiertem Prompt-Design (Technik: Ja). Es fehlt jedoch ein substantieller Sozial-Bezug: Kein Bezug zu Sozialer Arbeit, kein Bias/Ungleichheits-Fokus, kein Gender-Thema, keine Diversitäts- oder Fairness-Analyse. Der Modellvergleich (GPT-4o vs. Gemma) ist eine Performance-Evaluation, keine Fairness-Analyse. Der Professor-Student-Kontext ist Testfall, kein sozialarbeiterischer Bezug. TECHNIK_OK, aber SOZIAL nicht erfüllt.",KD
181,Z4YXX9PZ,Kamruzzaman & Kim (2024),Prompting techniques for reducing social bias in LLMs through System 1 and System 2 cognitive processes,Nein,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Include,,Experimentell,0.95,Das Paper evaluiert 12 Prompt-Engineering-Strategien zur Reduktion sozialer Biases in LLMs – Prompting und Generative_KI sind klar erfüllt. Bias_Ungleichheit ist substantiell (Reduktion stereotypischer Antworten) und Fairness ebenfalls (systematische Bias-Mitigationsansätze für faire LLM-Empfehlungen). Beide Bedingungen (TECHNIK und SOZIAL) sind erfüllt.,Abstract
182,GUMWKBN6,Asseri et al. (2024),Prompt engineering techniques for mitigating cultural bias against Arabs and Muslims in large language models: A systematic review,Nein,Ja,Ja,Nein,Nein,Ja,Nein,Ja,Nein,Ja,Include,,Literaturreview,0.97,"Das Paper erfüllt beide Bedingungen klar: Technisch behandelt es substantiell Prompt-Engineering-Techniken für LLMs (Generative_KI + Prompting). Sozial thematisiert es kulturellen Bias gegen Araber und Muslime (Bias_Ungleichheit), Diversität/Repräsentation und algorithmische Fairness. Systematisches Review nach PRISMA-Richtlinien mit 87.7% Bias-Reduktion als Ergebnis.",Abstract
183,U3AJIXAJ,Victor et al. (2023),Recommendations for social work researchers and journal editors on the use of generative AI and large language models,Ja,Ja,Ja,Nein,Ja,Ja,Nein,Ja,Nein,Ja,Include,,Konzept,0.97,"Paper erfüllt beide Bedingungen klar: TECHNIK durch AI_Literacies (Kompetenzentwicklung für LLM-Nutzung), Generative_KI (ChatGPT/LLM-Fokus), und Prompting (explizite Anforderung zur Disclosure von Prompts). SOZIAL durch direkten Soziale_Arbeit-Bezug, Bias_Ungleichheit (Reproduktion von Bias durch LLMs), Diversität (vulnerable/marginalisierte Gruppen, Sprachbarrieren) und Fairness (nondiscriminatory outcomes). Konzeptpaper mit Empfehlungscharakter für Forscher und Zeitschriftenredakteure.",KD
184,HN7KKNYV,Reamer (2023),Artificial intelligence in social work: Emerging ethical issues,Ja,Ja,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Ja,Include,,Theoretisch,0.98,"Das Paper behandelt substantiell KI-Ethik in der Sozialen Arbeit, einschließlich generativer KI (ChatGPT), klassischer ML-Systeme und algorithmischer Entscheidungssysteme. Direkter Bezug zur sozialarbeiterischen Praxis (NASW-Kodex, klinische Sozialarbeit). Thematisiert algorithmischen Bias, Fairness und Diversität vulnerable Populationen als Kernthemen. Entwickelt AI-Literacy-Rahmen für Sozialarbeiter. Alle Bedingungen für Include klar erfüllt.",KD
185,UB9NK8KI,Zayed (2024),Scaling implicit bias analysis across transformer-based language models through embedding association test and prompt engineering,Nein,Ja,Ja,Ja,Nein,Ja,Ja,Nein,Nein,Ja,Include,,Empirisch,0.85,"Das Paper behandelt substantiell Prompt Engineering zur Bias-Reduktion in Transformer-LLMs (GPT-2, GPT-3.5, BERT). Es analysiert impliziten Bias mit WEAT-Methodik und adressiert Gender-Bias explizit (maskulin kodierte Themen vs. feminin kodierte Narrative). Fairness wird als Kernthema behandelt mit konkreten Metriken. TECHNIK_OK (Generative_KI, Prompting, KI_Sonstige) und SOZIAL_OK (Bias_Ungleichheit, Gender, Fairness) sind beide erfüllt.",KD
186,XG7RFFC7,U.S. Bureau of Labor Statistics (2023),Occupational employment statistics,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Exclude,Not_relevant_topic,Empirisch,0.97,"Reine arbeitsmarktstatistische Erhebung des U.S. Bureau of Labor Statistics ohne Bezug zu KI, algorithmischen Systemen oder relevanten sozialen Kategorien im definierten Sinne. Weder Technik-Kriterien (kein AI/ML-Bezug) noch Sozial-Kriterien im definierten Rahmen (kein Bias-Analyse-Fokus, keine Soziale Arbeit, kein Gender/Diversitäts-Fokus) sind erfüllt. Lohnungleichheit wird rein deskriptiv dokumentiert, ohne kritische Analyse.",KD
187,JRG3B3LE,Struppek (2024),Homoglyph unlearning: A novel approach to bias mitigation,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Ja,Include,,Unclear,0.4,"Der Titel deutet auf eine ML-Technik zur Bias-Mitigation hin ('homoglyph unlearning'), was KI_Sonstige und Bias_Ungleichheit/Fairness nahelegt. Ohne Abstract ist die Einschätzung unsicher. 'Unlearning' ist ein ML-Konzept zur Entfernung von Bias oder unerwünschtem Wissen aus Modellen. Die Kategorien TECHNIK (KI_Sonstige) und SOZIAL (Bias_Ungleichheit, Fairness) scheinen erfüllt, daher Include – jedoch mit geringer Konfidenz aufgrund fehlenden Abstracts.",Abstract
188,JGZDWMN3,Wu (2025),Bias in decision-making for AI's ethical dilemmas: A comparative study of ChatGPT and Claude,Nein,Ja,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Include,,Empirisch,0.92,"Das Paper untersucht systematisch Bias in zwei prominenten LLMs (GPT-3.5 Turbo, Claude 3.5 Sonnet) bei ethischen Entscheidungen – klar Generative_KI. Es analysiert substanziell Diskriminierungsmuster bei geschützten Attributen (Bias_Ungleichheit), Gender als explizite Attributgruppe (Gender), intersektionale Repräsentation verschiedener Gruppen (Diversitaet) sowie algorithmische Fairness-Metriken (Fairness). TECHNIK_OK und SOZIAL_OK erfüllt → Include.",KD
189,NVZA58ML,Wang (2024),A survey on fairness in large language models,Nein,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Include,,Literaturreview,0.95,"Survey über Fairness in LLMs (GPT-3, GPT-4, BERT, LLaMA) mit substantiellem Fokus auf Prompting-Paradigma als Evaluations- und Debiasing-Strategie. Behandelt algorithmischen Bias, Diskriminierung marginalisierter Gruppen, Gender-Bias mit konkreten Beispielen sowie Fairness-Metriken (Statistical Parity, Equal Opportunity). TECHNIK_OK (Generative_KI, Prompting) und SOZIAL_OK (Bias_Ungleichheit, Gender, Diversitaet, Fairness) sind beide erfüllt.",KD
190,Z9DNTBFF,Srinivasan & Bisk (2024),Worst of both worlds: A comparative analysis of error in language and vision-language models,Nein,Ja,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Include,,Empirisch,0.45,"Der Titel deutet auf eine vergleichende Fehleranalyse in Sprach- und Vision-Language-Modellen hin, was generative KI betrifft. 'Worst of both worlds' suggeriert eine kritische Analyse von Fehlertypen, möglicherweise mit Bezug zu Bias oder systematischen Ungleichheiten in Modellausgaben. Ohne Abstract ist die Einschätzung unsicher. Bias_Ungleichheit wird tentativ als Ja gewertet aufgrund des kritischen Vergleichsansatzes.",Abstract
191,W8DFWR9L,Shin et al. (2025),Mitigating age-related bias in large language models: Strategies for responsible artificial intelligence development,Nein,Ja,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Ja,Include,,Unclear,0.72,"Der Titel verweist klar auf LLMs (Generative_KI) und age-related Bias (Bias_Ungleichheit, Diversitaet, Fairness). Das Paper behandelt Strategien zur Reduzierung von Altersdiskriminierung in Large Language Models im Kontext verantwortungsvoller KI-Entwicklung. Kein Abstract verfügbar, daher Studientyp und genauere Kategorisierung unsicher. TECHNIK_OK (Generative_KI) und SOZIAL_OK (Bias_Ungleichheit) sind erfüllt → Include.",Abstract
192,M7AGB7LI,Salecha & Srijith (2025),Model explanations for gender and ethnicity bias mitigation in AI-generated narratives,Nein,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Include,,Empirisch,0.95,"Das Paper untersucht explizit Gender- und Ethnizitätsbias in LLM-generierten Narrativen (Generative_KI) mittels eines strukturierten Prompting-Ansatzes (Prompting). Es thematisiert substantiell Bias und soziale Ungleichheit (Bias_Ungleichheit), Geschlechterstereotype (Gender), demografische Diversität/Repräsentation (Diversitaet) sowie algorithmische Fairness-Metriken wie DPR und TVD (Fairness). Beide Bedingungen (TECHNIK und SOZIAL) sind klar erfüllt.",KD
193,6MJYP7ZX,Prakash & Lee (2023),Prompt engineering techniques for mitigating cultural bias against Arabs and Muslims in large language models: A systematic review,Nein,Ja,Ja,Nein,Nein,Ja,Nein,Ja,Nein,Ja,Include,,Literaturreview,0.88,"Das Paper behandelt substantiell Prompt-Engineering-Techniken (Prompting=Ja) für LLMs (Generative_KI=Ja) zur Reduzierung kulturellen Bias gegen Araber und Muslime. Dies adressiert klar Bias/Ungleichheit und Diversität/Repräsentation. Kein direkter Sozialarbeitsbezug, aber TECHNIK_OK und SOZIAL_OK sind beide erfüllt → Include. Systematisches Review-Format.",Abstract
194,YUVR5YNQ,Parrish & de-Arteaga (2025),Self-debiasing large language models: Zero-shot recognition and reduction of stereotypes,Nein,Ja,Ja,Nein,Nein,Ja,Nein,Ja,Nein,Ja,Include,,Empirisch,0.95,"Das Paper behandelt substantiell generative KI (LLMs wie GPT-3.5, GPT-4o, LLaMA) und Prompting-Techniken (Zero-Shot Self-Debiasing via Explanation und Reprompting) zur Bias-Reduktion. Es adressiert Bias/Ungleichheit über neun soziale Gruppen, Fairness durch Bias-Score-Messung und Diversität durch breite Gruppenabdeckung. TECHNIK_OK (Generative_KI, Prompting) und SOZIAL_OK (Bias_Ungleichheit, Diversitaet, Fairness) sind erfüllt.",KD
195,YPYQ2TCL,Mei et al. (2023),Assessing GPT's bias towards stigmatized social groups: An intersectional case study on nationality prejudice and psychophobia,Nein,Ja,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Include,,Empirisch,0.78,"Das Paper untersucht Bias in GPT gegenüber stigmatisierten sozialen Gruppen (Nationalität, psychische Erkrankungen) aus intersektionaler Perspektive. Generative KI (GPT) ist klar das technische Thema; Bias/Ungleichheit und Diversität sind die sozialen Dimensionen. Kein Abstract verfügbar, daher moderate Confidence, aber Titel ist eindeutig.",Abstract
196,64DQYVVB,Liu et al. (2025),More or less wrong: A benchmark for directional bias in LLM comparative reasoning,Nein,Ja,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Ja,Include,,Empirisch,0.9,"Das Paper untersucht systematisch direktionale Biases in LLMs (GPT, Claude, Qwen) durch kontrollierte Benchmark-Experimente mit Prompt-Varianten (Chain-of-Thought, JSON). Es behandelt substantiell Gender- und Rassen-Marker als verstärkende Faktoren für Reasoning-Disparitäten sowie Fairness-Aspekte. Technik-Kriterien (Generative_KI, Prompting) und Sozial-Kriterien (Bias_Ungleichheit, Gender, Fairness) sind eindeutig erfüllt.",KD
197,RAY6G2R7,Lin et al. (2024),SWIFTSAGE: A new dual-module framework for better action planning in complex interactive reasoning tasks,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Exclude,Not_relevant_topic,Experimentell,0.7,"Das Paper beschreibt ein dual-module Framework (SWIFTSAGE) für Action Planning und interaktives Reasoning, vermutlich basierend auf LLMs. Es handelt sich um ein technisches KI-System ohne Bezug zu sozialen Themen wie Soziale Arbeit, Bias, Gender oder Fairness. Da kein Abstract verfügbar ist, beruht die Einschätzung auf dem Titel. Die SOZIAL-Bedingung ist nicht erfüllt, daher Exclude.",Abstract
198,QY6P4RGQ,Parrish et al. (2022),BBQ: A hand-built bias benchmark for question answering,Nein,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Nein,Ja,Include,,Empirisch,0.92,"Paper entwickelt einen Bias-Benchmark (BBQ) für NLP/QA-Modelle (KI_Sonstige) und analysiert systematisch soziale Vorurteile über neun Dimensionen inklusive Geschlecht, Rasse, Religion und SES. Bias_Ungleichheit, Gender, Diversitaet und Fairness sind substanziell abgedeckt. Kein direkter Soziale_Arbeit-Bezug, kein explizit feministischer Rahmen, kein Prompting-Fokus. Beide Bedingungen (TECHNIK + SOZIAL) sind erfüllt.",KD
199,H3STST88,Kojima et al. (2022),Large language models are zero-shot reasoners,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Exclude,Not_relevant_topic,Experimentell,0.97,"Das Paper behandelt substantiell Generative KI (LLMs) und Prompting (Zero-Shot-CoT, 'Let's think step by step'). Es fehlt jedoch jeglicher Bezug zur sozialen Dimension: keine Soziale Arbeit, kein Bias/Ungleichheit, kein Gender, keine Diversität, keine feministische Perspektive, keine Fairness-Diskussion. Es handelt sich um eine rein technische NLP-Studie ohne sozialen Kontext. TECHNIK_OK, aber SOZIAL nicht erfüllt → Exclude.",KD
200,RM833D5N,He et al. (2024),On the steerability of large language models,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Ja,Nein,Ja,Include,,Empirisch,0.85,"Das Paper befasst sich substantiell mit LLM-Steuerung (Generative_KI), Soft-Prompting und Prefix-Tuning (Prompting) sowie kollaborativem Filtern (KI_Sonstige). Auf sozialer Seite werden Unterrepräsentation und Bias in LLMs (Bias_Ungleichheit), Diversität von Meinungen und Minderheitengruppen (Diversitaet) sowie algorithmische Fairness durch ausgewogene Perspektivendarstellung (Fairness) substantiell behandelt. Beide Bedingungen für Include sind erfüllt.",KD
201,ACDF4FL9,Chisca et al. (2024),Prompting techniques for reducing social bias in LLMs through System 1 and System 2 cognitive processes,Nein,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Include,,Experimentell,0.82,"Titel macht klare Aussage: Das Paper behandelt Prompting-Techniken für LLMs zur Reduktion sozialer Bias, basierend auf kognitiven Prozessen (System 1/2). Generative KI (LLMs), Prompting und Bias_Ungleichheit sind substantiell adressiert. Fairness ist implizit durch Bias-Reduktionsziel gegeben. TECHNIK (Generative_KI, Prompting) und SOZIAL (Bias_Ungleichheit, Fairness) sind erfüllt → Include.",Abstract
202,VEJBIZRR,Chen et al. (2024),Exploring complex mental health symptoms via classifying social media data with explainable LLMs,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Exclude,Not_relevant_topic,Empirisch,0.82,"Das Paper verwendet RoBERTa-basierte Textklassifikation (KI_Sonstige: Ja), aber die sozialen Dimensionen (Bias, Ungleichheit, Fairness, Soziale Arbeit) werden nur marginal oder implizit angesprochen. Die 'Evidenz 4-6' beschreibt periphere Aspekte, nicht substantielle Forschungsschwerpunkte. Soziale Arbeit wird nicht direkt adressiert; diagnostischer Bias ist klinisch, nicht algorithmisch gemeint. Die SOZIAL-Bedingung ist nicht erfüllt.",KD
203,QIQR449A,Klinge & Kjeldsen (2024),A sociolinguistic approach to stereotype assessment in large language models,Nein,Ja,Ja,Nein,Nein,Ja,Nein,Ja,Nein,Ja,Include,,Empirisch,0.88,"Das Paper behandelt LLMs (GPT-4, Llama) substantiell und verwendet Few-Shot/In-Context Learning als Kerntechnik. Es thematisiert Stereotypen als Bias und Repräsentationsschaden in KI-Systemen, untersucht Fairness in NLP explizit und analysiert soziale Kategorien (Race, Gender, Ethnizität) aus Bias-Perspektive. Sowohl TECHNIK (Generative_KI, Prompting) als auch SOZIAL (Bias_Ungleichheit, Diversitaet, Fairness) sind erfüllt.",KD
