work_id,title,record_ids,preferred_version_id,human_decisions,human_substantive_decisions,human_duplicate_record_ids,human_metadata_error_record_ids,historical_identity_bindings,historical_resolution,integrity_hold,agent_decisions,decision_authority,human_verification,agent_lifecycle_states,current_ai_review_results,corrected_ai_record_ids,ai_correction_provenance,open_ai_source_review_record_ids,effective_decision,analysis_eligible,analysis_conflicts,analysis_undecidable,conflicts,source_queue_status,source_blockers,source_acquisition_progress,next_actions
work:806fb22d-e6e8-503d-a0e6-c8ec05559e5a,Female perspectives on algorithmic bias: Implications for AI researchers and practitioners,"[""IDW7QSYG""]",version:4e6f0bea-5a84-5f88-b601-ec6e405d016b,"[""Include""]","[""Include""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Include,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""complete_source_bound_SQ1_SQ2_SQ3_coding""]"
work:80bb4056-d744-573e-bef8-17896d356d2e,Predicting successful placements for youth in child welfare with machine learning,"[""EXRF5629""]",version:75660bfb-6982-59e7-ada4-3b60049ccd08,[],[],[],[],{},,False,"[""Exclude""]",ai_review,not_recorded,"[""ai-agent-reviewed""]","[""unverifiable""]",[],[],"[""EXRF5629""]",Exclude,False,{},{},"[""open_source_review""]",,[],[],"[""reconcile_recorded_divergences_without_overwriting_human_track"", ""retain_ai_review_tier_and_record_any_further_review_at_artifact_level"", ""resolve_negative_source_review_before_using_affected_AI_coding""]"
work:81080311-e2d5-5407-87da-ddbffc3b0981,Intersectional analysis of visual generative AI: The case of Stable Diffusion,"[""YLAKP7Z2""]",version:7da5a4cf-ea10-5b9b-82c9-7c9d2c77a892,"[""Include""]","[""Include""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Include,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""complete_source_bound_SQ1_SQ2_SQ3_coding""]"
work:8111f526-9860-5d35-a363-06e2b99a4c84,Prompten nach Plan: Das PCRR-Framework als pädagogisches Werkzeug für den Einsatz von Künstlicher Intelligenz.,"[""EB7PZUZZ""]",version:2bcbe5a8-ff1f-5052-b46e-33aede2c2633,"[""Exclude""]","[""Exclude""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Exclude,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits""]"
work:818283f6-92ba-562d-b678-b415cb3ae0b9,Prejudiced interactions with large language models (LLMs) reduce trustworthiness and behavioral intentions among members of stigmatized groups,"[""22XEFRWP""]",version:ec5bdb92-683c-5da5-a2e8-97ca5fe7df16,"[""Include""]","[""Include""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Include,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""complete_source_bound_SQ1_SQ2_SQ3_coding""]"
work:81a7a7ec-b909-54aa-b42e-5751c8e4f9dc,Factoring the Matrix of Domination: A Critical Review and Reimagination of Intersectionality in AI Fairness,"[""T83KNEQZ"", ""ZMW228P6""]",version:830b31e6-54f3-5c3f-ac4d-7af4815ea81f,"[""Exclude""]",[],"[""T83KNEQZ"", ""ZMW228P6""]",[],{},,False,[],unassessed,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits""]"
work:820f8901-9d1b-585b-aef6-84e612b5c603,Development of the “Scale for the assessment of non-experts’ AI literacy” – An exploratory factor analysis,"[""4BRSDIPP""]",version:92aa0241-136e-5cd0-9333-938b68c36e20,"[""Exclude""]","[""Exclude""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Exclude,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits""]"
work:824f395b-e134-501d-96c4-39f9d95f39a2,AI for impact: The PRISM framework for responsible AI in social innovation,"[""C325Y32P""]",version:a516b52f-e212-5007-be56-31ad82d98bb5,"[""Include""]","[""Include""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Include,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""complete_source_bound_SQ1_SQ2_SQ3_coding""]"
work:8257578a-46c7-55de-bf6b-678114823576,Towards responsible AI for education: Hybrid human-AI to confront the Elephant in the room,"[""MPCZVZEW""]",version:0089df60-d3b8-5cec-9f7f-6a9d34baaf89,"[""Exclude""]","[""Exclude""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Exclude,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits""]"
work:8280e520-c834-55b7-9645-e5ab926dcfaf,Recommendation on the Ethics of Artificial Intelligence,"[""ZNHUCA4B""]",version:a84d0810-bf88-55a6-814f-48ded4241bfc,"[""Include""]","[""Include""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Include,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""complete_source_bound_SQ1_SQ2_SQ3_coding""]"
work:83ec30fa-8907-5505-8f43-c4539cb2d821,The AI literacy development canvas: Assessing and building AI literacy in organizations,"[""VP6SXQHY""]",version:847f6c8c-f497-5934-82ba-5292e21b8da1,"[""Include""]","[""Include""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Include,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""complete_source_bound_SQ1_SQ2_SQ3_coding""]"
work:843c90a1-99ba-5cbf-9c92-df165923d2b2,Evaluating gender bias in large language models via chain-of-thought prompting,"[""CYZQ6XPK""]",version:5d14f904-8bae-5aae-80af-d807533bd251,"[""Include""]","[""Include""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Include,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""complete_source_bound_SQ1_SQ2_SQ3_coding""]"
work:878f4ca3-8c5a-5ee5-8094-7c32a71295be,AI implementation science for social issues: Pitfalls and tips,"[""GFXYER4F""]",version:a91b933e-e4e6-5ee2-9fe4-dadc33738138,"[""Exclude""]","[""Exclude""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Exclude,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits""]"
work:878f62b3-2fdb-5a4f-a27c-174c5b96a02c,LIBRA: Measuring bias of large language model from a local context,"[""JPUCNHNU""]",version:f8c8b74d-c60c-5e11-b380-3cc780468765,"[""Include""]","[""Include""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Include,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""complete_source_bound_SQ1_SQ2_SQ3_coding""]"
work:8b759476-79eb-50e5-bc41-c7c32164ac08,A Literature Review of Digital Literacy over Two Decades,"[""HTXCWNQ9""]",version:cdbdafa0-9b12-592d-8997-ff932030bb06,"[""Exclude""]","[""Exclude""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Exclude,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits""]"
work:8b7656c6-3263-5d55-b275-8a96c96d8611,Der Einfluss der Algorithmen: Neue Qualitäten durch Big Data Analytics und Künstliche Intelligenz,"[""QLXLEUCG""]",version:b74e899b-78f8-5acc-9a1e-cd92b9d79339,"[""Exclude""]","[""Exclude""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Exclude,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits""]"
work:8cfeffa6-11db-5c5a-bf5f-b89cce40f27f,Fairness Beyond the Algorithmic Frame: Actionable Recommendations for an Intersectional Approach,"[""Y6SAPNT2""]",version:48184406-781b-57f5-8520-3a76a58bc07c,"[""Include""]","[""Include""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Include,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""complete_source_bound_SQ1_SQ2_SQ3_coding""]"
work:8d2cdc88-942d-56cb-9bfa-761656255575,Decision support and algorithmic support: The construction of algorithms and professional discretion in social work,"[""BTLTEA6Y""]",version:ab87e8bb-4d5e-57f0-843b-b3ec1860e19a,"[""Exclude""]","[""Exclude""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Exclude,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits""]"
work:8e01ec71-65ff-5273-b5b9-a582fec48008,Prompt engineering techniques for mitigating cultural bias against Arabs and Muslims in large language models: A systematic review,"[""5UAHQESQ"", ""6MJYP7ZX"", ""EHQBHVYV""]",version:04fed931-77e4-551f-a65d-171b9355d611,"[""Exclude"", ""Include""]","[""Include""]","[""EHQBHVYV""]","[""5UAHQESQ""]",{},"{""agent_id"": ""/root/research_completion"", ""model"": ""GPT-6"", ""model_id_status"": ""family disclosed by runtime; exact deployment identifier not exposed"", ""reviewed_at"": ""2026-09-05T14:46:15Z"", ""work_id"": ""work:8e01ec71-65ff-5273-b5b9-a582fec48008"", ""record_ids"": [""5UAHQESQ"", ""6MJYP7ZX"", ""EHQBHVYV""], ""outcome"": ""resolved"", ""resolution_kind"": ""administrative_metadata_disposition_with_confirmed_integrity_hold"", ""base_registry_work_sha256"": ""sha256:a0ecd1e110aa63c1766efb923051ce63256533bc99ced88ba3a71dfdfd03dbfd"", ""historical_rows"": [{""record_id"": ""5UAHQESQ"", ""historical_row_sha256"": ""sha256:094bca5b6e57e13adfea80f1df3ac96393d00a61af0b957c29ea01f37969a0e2"", ""decision"": ""Exclude"", ""reason"": ""Other"", ""notes"": ""Wrong Author (Author: Asseri)""}, {""record_id"": ""6MJYP7ZX"", ""historical_row_sha256"": ""sha256:eb366442386f898df65bd6eacffe8b3cadff5fb04e209ad3e3b4cb4ff554b55d"", ""decision"": ""Include"", ""reason"": """", ""notes"": """"}, {""record_id"": ""EHQBHVYV"", ""historical_row_sha256"": ""sha256:6cc5ba862043b3452ddd7a1a8d7fefb5d11ffa684953163227ddb9bf7ea2e084"", ""decision"": ""Exclude"", ""reason"": ""Duplicate"", ""notes"": """"}], ""administrative_record_dispositions"": [{""record_id"": ""5UAHQESQ"", ""kind"": ""metadata_error"", ""historical_decision"": ""Exclude"", ""historical_exclusion_reason"": ""Other"", ""historical_notes"": ""Wrong Author (Author: Asseri)"", ""historical_row_sha256"": ""sha256:094bca5b6e57e13adfea80f1df3ac96393d00a61af0b957c29ea01f37969a0e2"", ""target_work_id"": ""work:8e01ec71-65ff-5273-b5b9-a582fec48008"", ""target_version_id"": ""version:ab927bf4-8220-592a-a140-2f7bcaf1bcdf"", ""target_registry_binding"": {""work_id"": ""work:8e01ec71-65ff-5273-b5b9-a582fec48008"", ""version_id"": ""version:ab927bf4-8220-592a-a140-2f7bcaf1bcdf""}, ""reason"": ""The note rejects the incorrect author spelling Basseri; primary v1 gives Bushra Asseri. It does not express a substantive topic exclusion.""}], ""round1_effective_decision"": ""Include"", ""recommended_round2_decision"": null, ""recommended_round2_scope"": ""Substantive eligibility under the current three-level/publication-type rules; existing-corpus completion, not a claim to fall inside the original round-two search window."", ""human_annotations_unchanged"": true, ""reason"": ""The v1 author block identifies Bushra Asseri, Estabrag Abdelaziz and Areej Al-Wabil. The historical \""Wrong Author\"" exclusion of 5UAHQESQ is administrative; 6MJYP7ZX contains the same title with an explicit human Include, while EHQBHVYV is Duplicate. Thus the old content-decision contradiction is explained without rewriting history. A separate, decisive integrity fact blocks current use: official arXiv v2 was withdrawn on 2025-07-30 with the comment \""Research is incomplete\"". The current registry incorrectly presents a 2023 Prakash/Lee Version of Record as preferred; this audit finds no evidence establishing that purported publication expression. Preserve historical Include but withhold the work from current synthesis and release pending exact-version reconciliation."", ""evidence"": [{""source_path"": ""corpus/source-acquisition/historical-resolution-2026-09-05/asseri-v1.txt"", ""sha256"": ""sha256:af3e41cf9b3475a6ad5b255942115a0928cb331afd40e72ddb126632304632eb"", ""source_url"": ""https://arxiv.org/html/2506.18199v1"", ""locator"": ""title, author block and Abstract"", ""work_id"": ""work:8e01ec71-65ff-5273-b5b9-a582fec48008"", ""version_id"": ""version:ab927bf4-8220-592a-a140-2f7bcaf1bcdf"", ""quote"": ""Bushra Asseri""}, {""source_path"": ""corpus/source-acquisition/historical-resolution-2026-09-05/asseri-history.txt"", ""sha256"": ""sha256:630c00ade8d44b6ba7ed06c45b26355ad75e1e401200729829327a26349c65e3"", ""source_url"": ""https://arxiv.org/abs/2506.18199"", ""locator"": ""withdrawal banner; Comments; Submission history v2"", ""work_id"": ""work:8e01ec71-65ff-5273-b5b9-a582fec48008"", ""external_version_identifier"": ""arxiv:2506.18199v2"", ""quote"": ""This paper has been withdrawn by Bushra Asseri""}, {""source_path"": ""corpus/source-acquisition/historical-resolution-2026-09-05/asseri-history.txt"", ""sha256"": ""sha256:630c00ade8d44b6ba7ed06c45b26355ad75e1e401200729829327a26349c65e3"", ""source_url"": ""https://arxiv.org/abs/2506.18199"", ""locator"": ""Comments"", ""quote"": ""Research is incomplete""}], ""metadata_correction_proposals"": [{""target_artifact"": ""corpus/work_version_registry.json"", ""target_work_id"": ""work:8e01ec71-65ff-5273-b5b9-a582fec48008"", ""target_version_id"": ""version:ab927bf4-8220-592a-a140-2f7bcaf1bcdf"", ""path"": ""/works/167/versions/1/authors"", ""before"": [""K. Basseri"", ""E. Abdelaziz"", ""A. Al-Wabil""], ""after"": [""Bushra Asseri"", ""Estabrag Abdelaziz"", ""Areej Al-Wabil""], ""reason"": ""Exact author block of arXiv v1."", ""proposal_only"": true}, {""target_artifact"": ""corpus/work_version_registry.json"", ""target_work_id"": ""work:8e01ec71-65ff-5273-b5b9-a582fec48008"", ""target_version_id"": ""version:ab927bf4-8220-592a-a140-2f7bcaf1bcdf"", ""path"": ""/works/167/versions/1/version_date"", ""before"": ""2025"", ""after"": ""2025-06-22"", ""reason"": ""Exact arXiv v1 submission date."", ""proposal_only"": true}, {""target_artifact"": ""corpus/work_version_registry.json"", ""target_work_id"": ""work:8e01ec71-65ff-5273-b5b9-a582fec48008"", ""target_version_id"": ""version:04fed931-77e4-551f-a65d-171b9355d611"", ""path"": ""/works/167/versions/0/version_type"", ""before"": ""version_of_record"", ""after"": ""unknown"", ""reason"": ""ResearchGate mirror and erroneous author/year metadata do not establish a publisher Version of Record."", ""proposal_only"": true}, {""target_artifact"": ""corpus/work_version_registry.json"", ""target_work_id"": ""work:8e01ec71-65ff-5273-b5b9-a582fec48008"", ""target_version_id"": ""version:04fed931-77e4-551f-a65d-171b9355d611"", ""path"": ""/works/167/versions/0/integrity_status"", ""before"": ""current"", ""after"": ""unknown"", ""reason"": ""Purported VOR identity is unverified; do not falsely label it retracted or the exact withdrawn v2."", ""proposal_only"": true}], ""required_next_steps"": [""apply_work_wide_integrity_hold_now"", ""reconcile_arxiv_v1_v2_and_unverified_ResearchGate_expression_without_inventing_a_Version_of_Record"", ""retain_withdrawal_notice_in_any_historical_discussion"", ""exclude_withheld_findings_from_current_synthesis_effectiveness_claims""], ""integrity_hold"": true, ""withhold_from_current_synthesis"": true, ""workflow_action"": ""withhold_from_current_synthesis"", ""integrity_finding"": {""status"": ""withdrawn"", ""exact_external_version_identifier"": ""arxiv:2506.18199v2"", ""withdrawal_date"": ""2025-07-30"", ""withdrawal_comment"": ""Research is incomplete"", ""canonical_version_id"": null, ""v1_status_note"": ""The v1 full text remains available as historical source material; v2 is the exact withdrawn expression. No retraction label is inferred for other expressions."", ""work_scope_hold"": true, ""existing_vor_claim"": ""unverified; neither an established Version of Record nor a retraction is inferred""}, ""registry_integration_proposal"": {""additive_work_flags"": [""integrity_hold"", ""arxiv_work_withdrawal_confirmed"", ""unverified_preferred_version_of_record""], ""existing_work_id"": ""work:8e01ec71-65ff-5273-b5b9-a582fec48008"", ""new_exact_version_to_bind"": {""external_identifier"": ""arxiv:2506.18199v2"", ""version_type"": ""preprint"", ""version_date"": ""2025-07-30"", ""integrity_status"": ""withdrawn"", ""version_id"": null}, ""required_selection_rule"": ""Do not fall back to the unverified VOR or v1 as current evidence solely because it ranks higher or remains downloadable.""}}",True,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Include,False,{},{},"[""source_integrity_hold""]",,[],[],"[""reconcile_recorded_divergences_without_overwriting_human_track"", ""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""complete_source_bound_SQ1_SQ2_SQ3_coding"", ""apply_work_wide_integrity_hold_now"", ""reconcile_arxiv_v1_v2_and_unverified_ResearchGate_expression_without_inventing_a_Version_of_Record"", ""retain_withdrawal_notice_in_any_historical_discussion"", ""exclude_withheld_findings_from_current_synthesis_effectiveness_claims"", ""withhold_from_current_synthesis""]"
work:8e778c38-12c0-5ec7-883d-001521dcc4f7,Feminist perspectives on AI: Ethical considerations in algorithmic decision-making,"[""5G2QTZYD"", ""AFDLFCIL""]",version:60875aef-c4e1-58f7-81f8-46884525ec48,"[""Exclude"", ""Include""]","[""Include""]","[""AFDLFCIL""]",[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Include,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""complete_source_bound_SQ1_SQ2_SQ3_coding""]"
work:904b0cbf-d423-5dde-ba01-40a61605b88c,"Gender, Race, and Intersectional Bias in Resume Screening via Language Model Retrieval","[""T8R8RKX9"", ""XW8NHCIE""]",version:0a158fff-18d3-5945-acb1-7bc096ba101f,"[""Include""]","[""Include""]",[],[],{},,False,"[""Include""]",legacy_human,legacy_human_annotation_not_new_lifecycle_verification,"[""ai-agent-reviewed""]","[""accepted""]",[],[],[],Include,True,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""retain_ai_review_tier_and_record_any_further_review_at_artifact_level""]"
work:904b56a5-a121-53e0-8f54-722d6631a756,Datafied ageing futures: Regimes of anticipation and participatory futuring,"[""NQEUZQF9""]",version:e7707ca6-8b93-580c-8c30-b14375272bd0,"[""Exclude""]","[""Exclude""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Exclude,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits""]"
work:911db802-eb4b-502b-89b8-d4325036409f,Intersectional Stereotypes in Large Language Models: Dataset and Analysis,"[""HMDFMBV3""]",version:20aa2ad6-fa2b-5845-8886-faacb95676dc,"[""Include""]","[""Include""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Include,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""complete_source_bound_SQ1_SQ2_SQ3_coding""]"
work:921a4ede-1a03-55c3-bfda-003bfcc066df,Counterfactual fairness in text classification through robustness,"[""ST9UCTJE""]",version:87f597e4-4ea2-5c84-9e8e-da91e9acad42,"[""Include""]","[""Include""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Include,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""complete_source_bound_SQ1_SQ2_SQ3_coding""]"
work:92aeef25-6284-5ea2-8cd0-0c135fec6426,"Künstliche Intelligenz in der Sozialen Arbeit: Grundlagen, Entwicklungen, Herausforderungen","[""4JN7NIS4""]",version:3fe09bf5-9365-561e-8461-ed0ee3f996f4,"[""Exclude""]","[""Exclude""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Exclude,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits""]"
work:92f45258-5949-5fcb-b391-256884930baf,Large Language Models and User Trust: Consequence of Self-Referential Learning Loop and the Deskilling of Health Care Professionals,"[""ED6C8LD2"", ""WAYCKUZ8""]",version:3b924963-3b65-56a4-b26c-80be911b4983,"[""Exclude""]","[""Exclude""]","[""WAYCKUZ8""]",[],{},"{""agent_id"": ""/root/research_completion"", ""model"": ""GPT-6"", ""model_id_status"": ""family disclosed by runtime; exact deployment identifier not exposed"", ""reviewed_at"": ""2026-09-05T14:46:15Z"", ""work_id"": ""work:92f45258-5949-5fcb-b391-256884930baf"", ""record_ids"": [""ED6C8LD2"", ""WAYCKUZ8""], ""outcome"": ""resolved"", ""resolution_kind"": ""documented_round_specific_authority_divergence"", ""base_registry_work_sha256"": ""sha256:f2b3ca731963968688e8c4a610a643d9ba2841c0dad30d84e5ec59950917c0b0"", ""historical_rows"": [{""record_id"": ""ED6C8LD2"", ""historical_row_sha256"": ""sha256:43a0964d5947c12b54dab5749e9941685a8dd5d2c1c1c6dac9e08fd4128d7ad3"", ""decision"": ""Exclude"", ""reason"": ""Not relevant topic"", ""notes"": ""Healthcare-Trust, nicht im Review-Scope""}, {""record_id"": ""WAYCKUZ8"", ""historical_row_sha256"": ""sha256:41acc3370b300e44d0ab9b107bfeb64c4e362796b14a88ac514f901a65d7be6a"", ""decision"": ""Exclude"", ""reason"": ""Duplicate"", ""notes"": """"}], ""administrative_record_dispositions"": [], ""round1_effective_decision"": ""Exclude"", ""recommended_round2_decision"": ""Unclear"", ""recommended_round2_scope"": ""Substantive eligibility under the current three-level/publication-type rules; existing-corpus completion, not a claim to fall inside the original round-two search window."", ""human_annotations_unchanged"": true, ""reason"": ""ED6C8LD2 carries the substantive human Exclude for healthcare trust outside the conducted review scope; WAYCKUZ8 is its Duplicate. The separately source-reviewed agent Unclear follows the newer three-level rule: central LLM/expertise content, with subordinate bias/fairness concerns. Clinical expertise is not direct social-work practice. Preserve round-one Exclude and the valid, separately attributed newer Unclear rather than requesting the same already-explained decision again."", ""evidence"": [{""source_path"": ""corpus/source-acquisition/historical-resolution-2026-09-05/WAYCKUZ8-reviewed-text-snapshot.md"", ""sha256"": ""sha256:3177cec4c7a81a1dcbf4759593777538ce2834db8e6102e49fdb1acbef1d36d2"", ""source_url"": ""https://www.jmir.org/2024/1/e56764"", ""locator"": ""Abstract and User Expertise and Trust in LLMs"", ""work_id"": ""work:92f45258-5949-5fcb-b391-256884930baf"", ""version_id"": ""version:3b924963-3b65-56a4-b26c-80be911b4983"", ""quote"": ""potentially entrenching biases, and reducing the efficacy of LLMs."", ""snapshot_of_local_path"": ""docs/data/fulltext/WAYCKUZ8.md"", ""snapshot_purpose"": ""Preserve the exact reviewed text bytes independently of regenerable full-text assets; no new source reading, identity decision or scientific review is inferred.""}], ""metadata_correction_proposals"": [], ""required_next_steps"": [""display_round_specific_divergence_without_overriding_round_one_exclusion""], ""integrity_hold"": false, ""withhold_from_current_synthesis"": false}",False,"[""Unclear""]",legacy_human,legacy_human_annotation_not_new_lifecycle_verification,"[""ai-agent-reviewed""]","[""accepted""]",[],[],[],Exclude,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""retain_ai_review_tier_and_record_any_further_review_at_artifact_level"", ""display_round_specific_divergence_without_overriding_round_one_exclusion""]"
work:95f690ec-0df3-5e44-b22f-9c25f24157b4,"Leitfaden Digitale Verwaltung und Ethik: Praxisleitfaden für KI in der Verwaltung, Version 1.0","[""9832ZJB7""]",version:8ce4fc22-e1a6-5ddf-8709-54b4f37afaf3,"[""Exclude""]","[""Exclude""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Exclude,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits""]"
work:9731a513-899c-53a0-8d9a-b6b9e60fecbb,Messung von AI Literacy – Empirische Evidenz und Implikationen,"[""LPMP8QAY""]",version:d084372d-2c24-5918-b09e-aaf665cacfed,"[""Exclude""]","[""Exclude""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Exclude,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits""]"
work:9738a74e-8acd-588d-9f08-444aa0295540,Avoiding Catastrophe Through Intersectionality in Global AI Governance,"[""2SLISKSW"", ""Z9BIKVS3""]",version:be42765e-8aaf-557f-9326-0e9164a9c700,"[""Include""]","[""Include""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Include,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""complete_source_bound_SQ1_SQ2_SQ3_coding""]"
work:97f2994f-5f16-598e-9aa5-3f5edaf6fb23,The end of the world as we know it? ChatGPT and social work,"[""4GYXUS9Y"", ""RAV6DAFQ""]",version:ed28aa1b-14c4-53d1-b535-2339d1ae8242,"[""Exclude"", ""Include""]","[""Include""]","[""4GYXUS9Y""]",[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Include,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""complete_source_bound_SQ1_SQ2_SQ3_coding""]"
work:990eedb3-3515-5180-87eb-2288399e3222,Debiasing prompts for gender bias in large language models,"[""55ZR64VU""]",version:e062e7e2-fc9b-5939-874a-9db16ad5f8e0,"[""Include""]","[""Include""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Include,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""complete_source_bound_SQ1_SQ2_SQ3_coding""]"
work:99861a9a-b482-5a28-b83c-d120e8006b9b,A framework for the learning and teaching of Critical AI Literacy skills (Version 0.1),"[""YTDMY5W4""]",version:a7439409-6801-527b-a333-df523dc8c6b6,"[""Include""]","[""Include""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Include,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""complete_source_bound_SQ1_SQ2_SQ3_coding""]"
work:9ad5daa2-9b05-5ea0-afb0-cbac15231f0d,"RETHINKING SOCIAL SERVICES WITH ARTIFICIAL INTELLIGENCE: OPPORTUNITIES, RISKS, AND FUTURE PERSPECTIVES","[""2FUXNFZS""]",version:c2f5d733-ca03-50b8-ad21-9dfd0fcb4417,"[""Exclude""]","[""Exclude""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Exclude,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits""]"
work:9b2961a1-2851-5597-8af5-a538af37eb4a,Exploring opportunities and risks in decision support technologies for social workers: An empirical study in the field of disabled people's services,"[""M2FYV58I""]",version:70c89bca-b79a-5ae3-a5ef-b32ccfe531c0,"[""Exclude""]","[""Exclude""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Exclude,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits""]"
