candidate_id,title,doi,selected_version_date,source_lanes,zotero_status,canonical_bindings,canonical_binding_evidence,canonical_binding_candidates,observed_live_zotero_record_ids,live_zotero_membership_observed,source_readiness,recorded_source_ready,source_hash_matches,screening_markdown_file,screening_status,conflicts_or_constraints,pending_zotero_corrections,next_actions
codex-websearch-2026:doi:10.2196/90589,Generative AI in Youth Mental Health Apps: Rapid Review,10.2196/90589,2026-08-19,"[""A""]",import_ready,"[{""record_id"": ""D267IQ4C"", ""work_id"": ""work:7eb826eb-db16-5ae7-8201-3339f108ae93"", ""version_id"": ""version:cd86e948-9250-5850-a227-9cb0b762cd50""}]","[{""work_id"": ""work:7eb826eb-db16-5ae7-8201-3339f108ae93"", ""version_id"": ""version:cd86e948-9250-5850-a227-9cb0b762cd50"", ""evidence_tokens"": [""doi:10.2196/90589"", ""url:https://doi.org/10.2196/90589""], ""record_ids"": [""D267IQ4C""]}]","[{""work_id"": ""work:7eb826eb-db16-5ae7-8201-3339f108ae93"", ""version_id"": ""version:cd86e948-9250-5850-a227-9cb0b762cd50"", ""evidence_tokens"": [""doi:10.2196/90589"", ""url:https://doi.org/10.2196/90589""], ""record_ids"": [""D267IQ4C""]}]","[""D267IQ4C""]",True,agent_qc_approved,True,True,generated/source-acquisition/codex-websearch-2026/markdown-clean/926800fc523bebd0420c.md,identified_not_screened,[],[],"[""perform_governed_screening_and_record_AI_review_provenance""]"
codex-websearch-2026:doi:10.25009/is.v11i21.3001,Análisis de la desinformación y los sesgos de género generados por la inteligencia artificial,10.25009/is.v11i21.3001,2026-07-13,"[""B""]",import_ready,"[{""record_id"": ""EUTEI9EJ"", ""work_id"": ""work:bfc73f5a-39eb-5331-bddb-b897f3bbe650"", ""version_id"": ""version:0a8a413f-8255-5966-beef-6ab490b8e9a7""}]","[{""work_id"": ""work:bfc73f5a-39eb-5331-bddb-b897f3bbe650"", ""version_id"": ""version:0a8a413f-8255-5966-beef-6ab490b8e9a7"", ""evidence_tokens"": [""doi:10.25009/is.v11i21.3001""], ""record_ids"": [""EUTEI9EJ""]}]","[{""work_id"": ""work:bfc73f5a-39eb-5331-bddb-b897f3bbe650"", ""version_id"": ""version:0a8a413f-8255-5966-beef-6ab490b8e9a7"", ""evidence_tokens"": [""doi:10.25009/is.v11i21.3001""], ""record_ids"": [""EUTEI9EJ""]}]","[""EUTEI9EJ""]",True,agent_qc_approved,True,True,generated/source-acquisition/codex-websearch-2026/markdown-clean/050d5f410967dd9371a0.md,identified_not_screened,[],[],"[""perform_governed_screening_and_record_AI_review_provenance""]"
codex-websearch-2026:doi:10.3389/fhumd.2026.1791655,AI-generated visual disinformation and digital equity: an intersectional analysis of algorithmic vulnerabilities among marginalised communities,10.3389/fhumd.2026.1791655,2026-02-26,"[""B""]",import_ready,"[{""record_id"": ""ZH6T88D5"", ""work_id"": ""work:f7d29922-360f-5874-8d4c-cf7f7451f638"", ""version_id"": ""version:24a21eca-b319-5127-9194-4b0f14c3410e""}]","[{""work_id"": ""work:f7d29922-360f-5874-8d4c-cf7f7451f638"", ""version_id"": ""version:24a21eca-b319-5127-9194-4b0f14c3410e"", ""evidence_tokens"": [""doi:10.3389/fhumd.2026.1791655""], ""record_ids"": [""ZH6T88D5""]}]","[{""work_id"": ""work:f7d29922-360f-5874-8d4c-cf7f7451f638"", ""version_id"": ""version:24a21eca-b319-5127-9194-4b0f14c3410e"", ""evidence_tokens"": [""doi:10.3389/fhumd.2026.1791655""], ""record_ids"": [""ZH6T88D5""]}]","[""ZH6T88D5""]",True,agent_qc_approved,True,True,generated/source-acquisition/codex-websearch-2026/markdown-clean/c38bdbce0e8dbb82ce3f.md,identified_not_screened,[],[],"[""perform_governed_screening_and_record_AI_review_provenance""]"
codex-websearch-2026:doi:10.3390/ai7010024,No Free Lunch in Language Model Bias Mitigation? Targeted Bias Reduction Can Exacerbate Unmitigated LLM Biases,10.3390/ai7010024,2026-01-13,"[""C""]",import_ready,"[{""record_id"": ""ZXVBZQGS"", ""work_id"": ""work:fa2c7082-9f5a-5906-93ad-27af9cc6fc7a"", ""version_id"": ""version:acacd002-d68d-50b3-ac25-75d212e56138""}]","[{""work_id"": ""work:fa2c7082-9f5a-5906-93ad-27af9cc6fc7a"", ""version_id"": ""version:acacd002-d68d-50b3-ac25-75d212e56138"", ""evidence_tokens"": [""doi:10.3390/ai7010024"", ""url:https://www.mdpi.com/2673-2688/7/1/24""], ""record_ids"": [""ZXVBZQGS""]}]","[{""work_id"": ""work:fa2c7082-9f5a-5906-93ad-27af9cc6fc7a"", ""version_id"": ""version:acacd002-d68d-50b3-ac25-75d212e56138"", ""evidence_tokens"": [""doi:10.3390/ai7010024"", ""url:https://www.mdpi.com/2673-2688/7/1/24""], ""record_ids"": [""ZXVBZQGS""]}]","[""ZXVBZQGS""]",True,agent_qc_approved,True,True,generated/source-acquisition/codex-websearch-2026/markdown-clean/cf8d8fbb3db223f01b6c.md,identified_not_screened,"[""source_uses_alternative_publication_version""]",[],"[""curate_exact_source_version_and_document_preferred_version_exception"", ""perform_governed_screening_and_record_AI_review_provenance""]"
codex-websearch-2026:doi:10.35362/issn.1850-0013-1258,Sesgos de género y modelos de IA generativa: Aproximaciones desde una experiencia de análisis cualitativo desde la generación de imágenes,10.35362/issn.1850-0013-1258,2026-07-27,"[""B""]",import_ready,"[{""record_id"": ""Z599JJFT"", ""work_id"": ""work:feb70530-663a-5606-8a38-0eb3a39f35fa"", ""version_id"": ""version:d73787f7-c991-5112-bfa5-4649aa3e4420""}]","[{""work_id"": ""work:feb70530-663a-5606-8a38-0eb3a39f35fa"", ""version_id"": ""version:d73787f7-c991-5112-bfa5-4649aa3e4420"", ""evidence_tokens"": [""doi:10.35362/issn.1850-0013-1258""], ""record_ids"": [""Z599JJFT""]}]","[{""work_id"": ""work:feb70530-663a-5606-8a38-0eb3a39f35fa"", ""version_id"": ""version:d73787f7-c991-5112-bfa5-4649aa3e4420"", ""evidence_tokens"": [""doi:10.35362/issn.1850-0013-1258""], ""record_ids"": [""Z599JJFT""]}]","[""Z599JJFT""]",True,visual_evidence_support_required,False,False,,identified_not_screened,[],[],"[""acquire_or_complete_source_preparation"", ""perform_governed_screening_and_record_AI_review_provenance""]"
codex-websearch-2026:doi:10.35362/issn.1850-0013-1259,"IA, salud mental y género: Un mapeo sistemático de las ciencias sociales y humanas en América Latina",10.35362/issn.1850-0013-1259,2026-07-27,"[""B""]",import_ready,"[{""record_id"": ""XRQE5VM2"", ""work_id"": ""work:7350cc88-47a1-5497-8c7e-14f2ca8aae6c"", ""version_id"": ""version:d3d54d63-7ff2-5b49-9ff0-fbc135706e03""}]","[{""work_id"": ""work:7350cc88-47a1-5497-8c7e-14f2ca8aae6c"", ""version_id"": ""version:d3d54d63-7ff2-5b49-9ff0-fbc135706e03"", ""evidence_tokens"": [""doi:10.35362/issn.1850-0013-1259""], ""record_ids"": [""XRQE5VM2""]}]","[{""work_id"": ""work:7350cc88-47a1-5497-8c7e-14f2ca8aae6c"", ""version_id"": ""version:d3d54d63-7ff2-5b49-9ff0-fbc135706e03"", ""evidence_tokens"": [""doi:10.35362/issn.1850-0013-1259""], ""record_ids"": [""XRQE5VM2""]}]","[""XRQE5VM2""]",True,agent_qc_approved,True,True,generated/source-acquisition/codex-websearch-2026/markdown-clean/8a561b548035e4512084.md,identified_not_screened,[],[],"[""perform_governed_screening_and_record_AI_review_provenance""]"
codex-websearch-2026:doi:10.3917/vsoc.052.0029,"Intelligence artificielle et travail social, une ressource au service des professionnels ?",10.3917/vsoc.052.0029,2026-03-17,"[""A""]",import_ready,"[{""record_id"": ""Z2RSS6SH"", ""work_id"": ""work:b3f64b11-e34c-58f2-bbcb-c91add9d5e16"", ""version_id"": ""version:d5882086-a22e-5fee-bd1a-c8530a8f3f23""}]","[{""work_id"": ""work:b3f64b11-e34c-58f2-bbcb-c91add9d5e16"", ""version_id"": ""version:d5882086-a22e-5fee-bd1a-c8530a8f3f23"", ""evidence_tokens"": [""doi:10.3917/vsoc.052.0029"", ""url:https://doi.org/10.3917/vsoc.052.0029""], ""record_ids"": [""Z2RSS6SH""]}]","[{""work_id"": ""work:b3f64b11-e34c-58f2-bbcb-c91add9d5e16"", ""version_id"": ""version:d5882086-a22e-5fee-bd1a-c8530a8f3f23"", ""evidence_tokens"": [""doi:10.3917/vsoc.052.0029"", ""url:https://doi.org/10.3917/vsoc.052.0029""], ""record_ids"": [""Z2RSS6SH""]}]","[""Z2RSS6SH""]",True,fulltext_access_not_available,False,False,,identified_not_screened,[],[],"[""acquire_or_complete_source_preparation"", ""perform_governed_screening_and_record_AI_review_provenance""]"
codex-websearch-2026:doi:10.4324/9781003627920-14,Social Work Ethics and Generative AI,10.4324/9781003627920-14,2026-07-21,"[""A""]",import_ready,"[{""record_id"": ""AUM6JXT9"", ""work_id"": ""work:86b69226-9f64-5bc8-a892-6e65d94a16b6"", ""version_id"": ""version:9316f494-4768-5b3e-92e3-2f9123d0477b""}]","[{""work_id"": ""work:86b69226-9f64-5bc8-a892-6e65d94a16b6"", ""version_id"": ""version:9316f494-4768-5b3e-92e3-2f9123d0477b"", ""evidence_tokens"": [""doi:10.4324/9781003627920-14"", ""url:https://doi.org/10.4324/9781003627920-14""], ""record_ids"": [""AUM6JXT9""]}]","[{""work_id"": ""work:86b69226-9f64-5bc8-a892-6e65d94a16b6"", ""version_id"": ""version:9316f494-4768-5b3e-92e3-2f9123d0477b"", ""evidence_tokens"": [""doi:10.4324/9781003627920-14"", ""url:https://doi.org/10.4324/9781003627920-14""], ""record_ids"": [""AUM6JXT9""]}]","[""AUM6JXT9""]",True,fulltext_access_not_available,False,False,,identified_not_screened,[],[],"[""acquire_or_complete_source_preparation"", ""perform_governed_screening_and_record_AI_review_provenance""]"
codex-websearch-2026:doi:10.4324/9781003755081-10,Prompt Engineering for Social Workers,10.4324/9781003755081-10,2026-08-12,"[""A""]",import_ready,"[{""record_id"": ""D698593N"", ""work_id"": ""work:8e5f6b11-3ff1-5e33-8123-5193fbea9502"", ""version_id"": ""version:3d85c91a-a939-59c0-a336-cc48c8afb02b""}]","[{""work_id"": ""work:8e5f6b11-3ff1-5e33-8123-5193fbea9502"", ""version_id"": ""version:3d85c91a-a939-59c0-a336-cc48c8afb02b"", ""evidence_tokens"": [""doi:10.4324/9781003755081-10"", ""url:https://doi.org/10.4324/9781003755081-10""], ""record_ids"": [""D698593N""]}]","[{""work_id"": ""work:8e5f6b11-3ff1-5e33-8123-5193fbea9502"", ""version_id"": ""version:3d85c91a-a939-59c0-a336-cc48c8afb02b"", ""evidence_tokens"": [""doi:10.4324/9781003755081-10"", ""url:https://doi.org/10.4324/9781003755081-10""], ""record_ids"": [""D698593N""]}]","[""D698593N""]",True,fulltext_access_not_available,False,False,,identified_not_screened,[],[],"[""acquire_or_complete_source_preparation"", ""perform_governed_screening_and_record_AI_review_provenance""]"
codex-websearch-2026:doi:10.4324/9781003755081-5,Generative AI and Agentic AI,10.4324/9781003755081-5,2026-08-12,"[""A""]",import_ready,"[{""record_id"": ""RBZGHG5U"", ""work_id"": ""work:c8ee6229-4d78-51b8-be80-0831d5e650a5"", ""version_id"": ""version:d8aaa300-de73-5dc9-ae86-57d882e00c48""}]","[{""work_id"": ""work:c8ee6229-4d78-51b8-be80-0831d5e650a5"", ""version_id"": ""version:d8aaa300-de73-5dc9-ae86-57d882e00c48"", ""evidence_tokens"": [""doi:10.4324/9781003755081-5"", ""url:https://doi.org/10.4324/9781003755081-5""], ""record_ids"": [""RBZGHG5U""]}]","[{""work_id"": ""work:c8ee6229-4d78-51b8-be80-0831d5e650a5"", ""version_id"": ""version:d8aaa300-de73-5dc9-ae86-57d882e00c48"", ""evidence_tokens"": [""doi:10.4324/9781003755081-5"", ""url:https://doi.org/10.4324/9781003755081-5""], ""record_ids"": [""RBZGHG5U""]}]","[""RBZGHG5U""]",True,fulltext_access_not_available,False,False,,identified_not_screened,[],[],"[""acquire_or_complete_source_preparation"", ""perform_governed_screening_and_record_AI_review_provenance""]"
codex-websearch-2026:doi:10.5117/ccr2026.2.11.urma,Gender Representation in Large Language Models: A Cross-Linguistic and Cross-Model Analysis,10.5117/ccr2026.2.11.urma,2026-05-21,"[""B""]",import_ready,"[{""record_id"": ""VIHZB2CS"", ""work_id"": ""work:1bf0286b-2c77-5cc6-9f86-c387c306c504"", ""version_id"": ""version:a13783ed-0853-5212-9157-cc55ecc1537b""}]","[{""work_id"": ""work:1bf0286b-2c77-5cc6-9f86-c387c306c504"", ""version_id"": ""version:a13783ed-0853-5212-9157-cc55ecc1537b"", ""evidence_tokens"": [""doi:10.5117/ccr2026.2.11.urma""], ""record_ids"": [""VIHZB2CS""]}]","[{""work_id"": ""work:1bf0286b-2c77-5cc6-9f86-c387c306c504"", ""version_id"": ""version:a13783ed-0853-5212-9157-cc55ecc1537b"", ""evidence_tokens"": [""doi:10.5117/ccr2026.2.11.urma""], ""record_ids"": [""VIHZB2CS""]}]","[""VIHZB2CS""]",True,automatic_acquisition_failed,False,False,,identified_not_screened,[],[],"[""acquire_or_complete_source_preparation"", ""perform_governed_screening_and_record_AI_review_provenance""]"
codex-websearch-2026:doi:10.55121/jele.v2i1.1050,Artificial Intelligence and Case-Based Learning in Social Work Education: Pedagogical Considerations and Future Directions,10.55121/jele.v2i1.1050,2026-04-21,"[""A""]",import_ready,"[{""record_id"": ""5WNZMJJQ"", ""work_id"": ""work:2a9dcaf7-01d3-52a7-a0a2-1a9f06dceee5"", ""version_id"": ""version:11b76c55-15ea-53e5-b244-1a3cb13350b7""}]","[{""work_id"": ""work:2a9dcaf7-01d3-52a7-a0a2-1a9f06dceee5"", ""version_id"": ""version:11b76c55-15ea-53e5-b244-1a3cb13350b7"", ""evidence_tokens"": [""doi:10.55121/jele.v2i1.1050"", ""url:https://doi.org/10.55121/jele.v2i1.1050""], ""record_ids"": [""5WNZMJJQ""]}]","[{""work_id"": ""work:2a9dcaf7-01d3-52a7-a0a2-1a9f06dceee5"", ""version_id"": ""version:11b76c55-15ea-53e5-b244-1a3cb13350b7"", ""evidence_tokens"": [""doi:10.55121/jele.v2i1.1050"", ""url:https://doi.org/10.55121/jele.v2i1.1050""], ""record_ids"": [""5WNZMJJQ""]}]","[""5WNZMJJQ""]",True,agent_qc_approved,True,True,generated/source-acquisition/codex-websearch-2026/markdown-clean/e98f1e62b53a093069fc.md,identified_not_screened,[],[],"[""perform_governed_screening_and_record_AI_review_provenance""]"
codex-websearch-2026:doi:10.63317/2hn5gs6yh5m2,I Am Not Them: Persistent Outgroup Bias in Large Language Models Arising from Social Identity Persona Setting,10.63317/2hn5gs6yh5m2,2026-05-13,"[""C""]",import_ready,"[{""record_id"": ""T57U8T2K"", ""work_id"": ""work:6eab81e9-e9ba-57eb-abc0-6c00d7061314"", ""version_id"": ""version:7e635266-bdb5-5f56-b3a4-b3ac24907c1b""}]","[{""work_id"": ""work:6eab81e9-e9ba-57eb-abc0-6c00d7061314"", ""version_id"": ""version:7e635266-bdb5-5f56-b3a4-b3ac24907c1b"", ""evidence_tokens"": [""doi:10.63317/2hn5gs6yh5m2"", ""url:https://aclanthology.org/2026.lrec-1.217""], ""record_ids"": [""T57U8T2K""]}]","[{""work_id"": ""work:6eab81e9-e9ba-57eb-abc0-6c00d7061314"", ""version_id"": ""version:7e635266-bdb5-5f56-b3a4-b3ac24907c1b"", ""evidence_tokens"": [""doi:10.63317/2hn5gs6yh5m2"", ""url:https://aclanthology.org/2026.lrec-1.217""], ""record_ids"": [""T57U8T2K""]}]","[""T57U8T2K""]",True,agent_qc_approved,True,True,generated/source-acquisition/codex-websearch-2026/markdown-clean/f403809ad4503150093a.md,identified_not_screened,[],[],"[""perform_governed_screening_and_record_AI_review_provenance""]"
